sample_id,iteration,#elem,H_min,H_max,nvx,var(eta_k),error
642,5,41671,0.000316503,0.0269339,21120,5.03983e-08,0.000199961,
642,6,41305,0.000316168,0.0286099,20934,5.17548e-08,0.000199349,
626,0,20000,0.01,0.0141421,10201,0,0.000361869,
626,1,115439,0.000711475,0.043083,58183,1.13241e-10,0.000254775,
626,2,117816,0.000314538,0.0241913,59378,3.1534e-09,0.000163483,
626,3,94651,0.000306449,0.038791,47766,1.59514e-08,0.000175556,
626,4,88131,0.000301904,0.0333636,44480,2.18206e-08,0.000177534,
626,5,87091,0.000299991,0.0347335,43954,2.35044e-08,0.000178154,
626,6,86688,0.000298702,0.0352676,43751,2.3849e-08,0.000177985,
607,0,20000,0.01,0.0141421,10201,0,0.131348,
607,1,142073,0.000616328,0.0368106,71474,1.52597e-07,0.0011139,
607,2,217591,0.000301821,0.0349042,109433,4.75489e-08,0.000152745,
607,3,199253,0.000295003,0.0353024,100223,2.36249e-08,0.000148912,
607,4,174822,0.000295828,0.0337841,87995,2.50201e-08,0.000151672,
607,5,173528,0.000295128,0.0348409,87329,2.73404e-08,0.000148674,
650,0,20000,0.01,0.0141421,10201,0,0.000360508,
650,1,36033,0.000712976,0.0390345,18282,4.4598e-09,0.000252879,
650,2,30824,0.000323785,0.0323841,15655,8.29396e-09,0.000206704,
650,3,24193,0.000306534,0.0357927,12326,5.18133e-08,0.000225861,
650,4,23175,0.000303082,0.0398086,11800,7.33868e-08,0.000224757,
650,5,22936,0.000302032,0.0374837,11683,7.77752e-08,0.000223229,
650,6,22825,0.000300542,0.0369346,11626,7.88855e-08,0.00022249,
617,0,20000,0.01,0.0141421,10201,0,0.273443,
617,1,152467,0.000592271,0.0452481,76976,9.3702e-07,0.00266445,
617,2,186153,0.000310627,0.0999868,93841,7.09278e-08,0.00099629,
617,3,142718,0.000302595,0.130939,71942,3.48069e-08,0.00115299,
617,4,126648,0.00031417,0.163136,63882,4.01522e-08,0.00118133,
617,5,124660,0.000316788,0.160587,62863,4.56666e-08,0.00114304,
617,6,123626,0.000317662,0.162127,62345,4.62144e-08,0.00112773,
649,0,20000,0.01,0.0141421,10201,0,0.000360508,
649,1,45577,0.00065927,0.0392701,23082,3.41453e-09,0.000248272,
649,2,40319,0.000319958,0.0259409,20436,6.53099e-09,0.000187092,
649,3,31616,0.000311682,0.0321832,16069,4.15658e-08,0.000212405,
649,4,30208,0.000313135,0.0318942,15346,5.54861e-08,0.000215055,
649,5,29713,0.000311164,0.0323512,15100,5.78336e-08,0.000214159,
649,6,29620,0.000310904,0.031452,15052,5.82658e-08,0.000213785,
648,0,20000,0.01,0.0141421,10201,0,0.000360508,
648,1,59819,0.000672049,0.0309693,30240,2.50864e-09,0.000191361,
648,2,54608,0.000326957,0.0203937,27627,5.52694e-09,0.000227022,
648,3,43364,0.000308523,0.0310979,21984,3.23005e-08,0.000238515,
648,4,40883,0.000305257,0.026635,20725,4.5175e-08,0.000237512,
648,5,40247,0.000304004,0.0285268,20405,4.92853e-08,0.000234837,
648,6,40052,0.00030298,0.0278255,20307,5.02872e-08,0.000233231,
562,0,20000,0.01,0.0141421,10201,0,2467.1,
562,1,522949,0.000586184,0.0503277,262233,0.000277498,1094.19,
562,2,235311,0.000296169,0.110363,119079,0.000830728,327.625,
562,3,87807,0.000295574,0.21034,45364,0.0056871,322.543,
562,4,57339,0.000286087,0.277783,30119,0.0131365,314.558,
562,5,53309,0.000290143,0.315373,28098,0.0172162,305.039,
562,6,52880,0.000282311,0.316507,27882,0.0170009,298.577,
636,0,20000,0.01,0.0141421,10201,0,0.000364759,
636,1,116161,0.000655299,0.0419763,58546,8.03738e-11,0.00023397,
636,2,119453,0.000321638,0.026789,60199,2.6933e-09,0.000171498,
636,3,95724,0.000319018,0.0355291,48304,1.65168e-08,0.000186652,
636,4,89102,0.000311086,0.0324186,44965,2.2672e-08,0.000188228,
636,5,87806,0.00030845,0.0341095,44313,2.44972e-08,0.000187984,
636,6,87421,0.00030687,0.0342475,44119,2.4787e-08,0.00018802,
647,0,20000,0.01,0.0141421,10201,0,0.000360508,
647,1,83143,0.000695989,0.0386939,41954,1.74295e-09,0.000261832,
647,2,79589,0.000328492,0.0169698,40181,4.38891e-09,0.000176411,
647,3,63531,0.000300154,0.024539,32126,2.51254e-08,0.00019136,
647,4,60231,0.000290935,0.0232766,30454,3.44207e-08,0.00019156,
647,5,59466,0.00028694,0.0238312,30070,3.62696e-08,0.000190851,
647,6,59138,0.000287526,0.024064,29905,3.66969e-08,0.000190828,
660,0,20000,0.01,0.0141421,10201,0,64.3922,
660,1,19370,0.000853385,0.0490499,10077,0.00360161,4.4389,
660,2,7866,0.000690586,0.115572,4274,0.00149844,4.27359,
660,3,4342,0.000394038,0.223428,2407,0.00240818,7.06989,
660,4,3336,0.000311538,0.268864,1859,0.00386546,10.1225,
660,5,3044,0.00030539,0.268295,1704,0.0052157,11.1393,
660,6,2909,0.000303177,0.277897,1632,0.00646723,11.6507,
660,7,2831,0.000301728,0.288022,1590,0.00687723,12.1466,
660,8,2796,0.000299304,0.274172,1571,0.00733766,12.47,
660,9,2777,0.00029106,0.281347,1561,0.00781832,12.6258,
659,0,20000,0.01,0.0141421,10201,0,64.3922,
659,1,30586,0.000631096,0.0490625,15811,0.00185485,2.70724,
659,2,15050,0.000342689,0.104804,8022,0.000340628,2.17613,
659,3,8519,0.000319703,0.203594,4597,0.000684549,3.18346,
659,4,6600,0.000322128,0.246202,3582,0.00102206,4.14712,
659,5,6073,0.000320897,0.248529,3302,0.00128668,4.51665,
659,6,5869,0.000320465,0.244974,3194,0.00146534,4.62858,
659,7,5716,0.000318403,0.251128,3114,0.00154919,4.72489,
  current line = 41
 call ZZAdapt  at  line 348
Assertion fail : (triangles)
	line :3084, in file ../bamglib/Mesh2.cpp
665,0,20000,0.01,0.0141421,10201,0,0.722991,
665,1,22371,0.000635664,0.0512337,11482,1.92857e-05,0.524399,
665,2,10359,0.000318032,0.123625,5378,5.2708e-05,0.573814,
665,3,6714,0.000308969,0.153741,3508,0.000511174,0.649825,
665,4,5908,0.000316607,0.171375,3091,0.000833751,0.653997,
665,5,5725,0.000314016,0.177993,2997,0.000934433,0.663349,
665,6,5660,0.000311607,0.161999,2964,0.000975802,0.651172,
665,7,5611,0.000309621,0.20173,2939,0.000976015,0.653622,
658,0,20000,0.01,0.0141421,10201,0,64.3922,
658,1,53857,0.000611112,0.0490682,27649,0.000640258,2.02622,
658,2,42849,0.000324468,0.108162,22331,5.66598e-05,0.900119,
658,3,24958,0.000312039,0.211433,13088,0.000147412,1.1346,
658,4,20844,0.000316187,0.2245,10937,0.000245636,1.30253,
658,5,19846,0.000320952,0.236662,10414,0.000292223,1.33786,
658,6,19376,0.000323718,0.235408,10170,0.000300842,1.36238,
658,7,19123,0.000320353,0.234342,10041,0.000308613,1.3769,
658,8,18990,0.00031809,0.23437,9973,0.000316554,1.38551,
664,0,20000,0.01,0.0141421,10201,0,0.722991,
664,1,32070,0.00066044,0.0490715,16381,1.20847e-05,0.482987,
664,2,15156,0.000301546,0.0960082,7817,3.61822e-05,0.505802,
664,3,10295,0.000306887,0.154593,5333,0.000375703,0.54497,
664,4,9219,0.000300783,0.178014,4779,0.000613392,0.55254,
664,5,9000,0.000299101,0.162271,4667,0.000696899,0.549696,
664,6,8880,0.000297208,0.176898,4607,0.000713919,0.550198,
664,7,8815,0.000298397,0.158095,4573,0.000727781,0.545125,
663,0,20000,0.01,0.0141421,10201,0,0.722991,
663,1,64638,0.000670503,0.0492946,32811,4.61654e-06,0.770391,
663,2,36832,0.00031613,0.0906901,18776,1.93785e-05,0.440985,
663,3,25310,0.000303935,0.130223,12938,0.000168427,0.495491,
663,4,23121,0.0003023,0.137917,11821,0.000259973,0.497694,
663,5,22575,0.000301647,0.135842,11543,0.000279758,0.500196,
663,6,22353,0.000299517,0.136959,11433,0.000285135,0.502554,
662,0,20000,0.01,0.0141421,10201,0,0.722991,
662,1,88326,0.000643764,0.0517833,44739,2.99293e-06,0.613614,
662,2,58855,0.000312652,0.130412,29860,1.24231e-05,0.463172,
662,3,39487,0.000281309,0.12509,20093,0.000105857,0.495633,
662,4,35606,0.000280103,0.132637,18121,0.000177343,0.495728,
662,5,34903,0.000286149,0.137095,17767,0.000197342,0.4986,
662,6,34630,0.000288455,0.13359,17628,0.000202885,0.496889,
646,0,20000,0.01,0.0141421,10201,0,0.000360508,
646,1,124034,0.000706289,0.0333095,62479,1.12166e-09,0.000187829,
646,2,121885,0.000331921,0.0121591,61424,2.68343e-09,0.000162281,
646,3,98755,0.000325457,0.0181226,49823,1.45567e-08,0.000178172,
646,4,91542,0.000336252,0.0188107,46192,1.90945e-08,0.000179321,
646,5,90350,0.000336044,0.0190406,45588,2.05962e-08,0.000178641,
646,6,90001,0.000336791,0.0188887,45413,2.08596e-08,0.00017846,
655,0,20000,0.01,0.0141421,10201,0,2179.84,
655,1,211687,0.000616332,0.0495384,106569,0.00239408,764.112,
655,2,110572,0.00030959,0.108996,56928,0.00134293,203.46,
655,3,45898,0.00030577,0.178709,24668,0.00683318,191.777,
655,4,36948,0.000280238,0.24185,20192,0.0103787,180.464,
655,5,36198,0.00028575,0.24274,19817,0.00960779,171.94,
655,6,36123,0.000282245,0.251978,19779,0.00898845,168.09,
675,0,20000,0.01,0.0141421,10201,0,2178.91,
675,1,32984,0.000943672,0.0519814,16839,0.0515103,1200.61,
675,2,42787,0.000324254,0.117088,22456,0.0416926,336.163,
675,3,25585,0.000295049,0.197763,14195,0.0232486,222.263,
675,4,18730,0.000285837,0.253422,10564,0.0183645,228.38,
675,5,16959,0.0002871,0.268539,9582,0.0236921,248.5,
675,6,16204,0.000288523,0.282016,9174,0.0248828,261.555,
675,7,15816,0.00028413,0.27313,8970,0.0285885,265.27,
  current line = 41
 call ZZAdapt  at  line 348
Assertion fail : (triangles)
	line :3084, in file ../bamglib/Mesh2.cpp
661,0,20000,0.01,0.0141421,10201,0,0.722991,
661,1,126979,0.000638967,0.0520198,64191,1.78238e-06,0.48708,
661,2,97287,0.000309979,0.094645,49193,9.06298e-06,0.494758,
661,3,68355,0.000300982,0.125229,34620,6.29999e-05,0.529529,
661,4,61110,0.000301565,0.118319,30968,9.98591e-05,0.533297,
661,5,59981,0.000299799,0.119577,30398,0.000113388,0.53097,
661,6,59568,0.000298751,0.11886,30192,0.000115525,0.530278,
680,0,20000,0.01,0.0141421,10201,0,0.722991,
680,1,17965,0.000625714,0.0490855,9246,2.83154e-05,0.766302,
680,2,7323,0.000322108,0.119066,3833,7.55213e-05,0.530358,
680,3,4753,0.000313963,0.192903,2505,0.000829297,0.596631,
680,4,4144,0.000316413,0.185588,2188,0.00137297,0.607178,
680,5,3980,0.000316758,0.180535,2104,0.00154669,0.612271,
680,6,3903,0.000316398,0.175656,2065,0.00162563,0.611001,
680,7,3892,0.000316182,0.188515,2059,0.00165235,0.607722,
674,0,20000,0.01,0.0141421,10201,0,2178.91,
674,1,54214,0.000741504,0.0517265,27548,0.0296155,1007.92,
674,2,68429,0.000304528,0.120541,35763,0.013183,205.457,
674,3,29539,0.000288702,0.228449,16445,0.00845078,184.611,
674,4,24462,0.000284299,0.279864,13722,0.0112813,176.263,
674,5,23556,0.000275231,0.271896,13165,0.0093121,173.045,
674,6,23106,0.000273914,0.264308,12914,0.00948178,174.343,
674,7,22818,0.000271843,0.26792,12763,0.00933137,176.977,
674,8,22642,0.000279166,0.269811,12675,0.00942829,178.02,
679,0,20000,0.01,0.0141421,10201,0,0.722991,
679,1,32066,0.000680007,0.0490715,16379,1.20847e-05,0.552416,
679,2,15190,0.000325528,0.0930905,7833,3.60478e-05,0.492623,
679,3,10339,0.000306212,0.163812,5355,0.000383555,0.528965,
679,4,9233,0.000302284,0.156366,4785,0.000622997,0.534807,
679,5,8963,0.000298661,0.155622,4647,0.000704131,0.537734,
679,6,8865,0.000298815,0.174137,4598,0.000732929,0.533118,
679,7,8834,0.00029721,0.153964,4583,0.000733043,0.532923,
673,0,20000,0.01,0.0141421,10201,0,2178.91,
673,1,100447,0.000615767,0.0517346,50811,0.0135561,829.021,
673,2,70397,0.000300051,0.123234,36801,0.00365824,203.817,
673,3,32519,0.000279165,0.219929,17954,0.00790122,185.186,
673,4,27429,0.000285044,0.261883,15405,0.00794037,172.262,
673,5,26957,0.000265396,0.257719,15160,0.00652098,166.728,
  current line = 41
 call ZZAdapt  at  line 348
Assertion fail : (kkkk++ < 2000)
	line :4918, in file ../bamglib/Mesh2.cpp
Assertion fail : (kkkk++ < 2000)
	line :4918, in file ../bamglib/Mesh2.cpp
 err code 6 ,  mpirank 0
685,0,20000,0.01,0.0141421,10201,0,0.676717,
685,1,16906,0.000642119,0.0499725,8656,1.49675e-06,0.580259,
685,2,9290,0.000325903,0.0840771,4804,5.97617e-05,0.456879,
685,3,5739,0.000306211,0.0770634,2996,0.00059785,0.506677,
685,4,5064,0.000298788,0.0876765,2648,0.00103502,0.515239,
685,5,4985,0.00029697,0.0910733,2609,0.00116029,0.51904,
685,6,4953,0.000295669,0.0916484,2593,0.00117945,0.523125,
684,0,20000,0.01,0.0141421,10201,0,0.676717,
684,1,22081,0.000633992,0.0418855,11264,9.87659e-07,0.572518,
684,2,13544,0.000327288,0.0764806,6962,5.15933e-05,0.444339,
684,3,9199,0.000324137,0.061852,4756,0.000439083,0.489325,
684,4,8276,0.000319459,0.0674114,4285,0.00068277,0.49849,
684,5,8137,0.000319647,0.0762844,4215,0.000758957,0.497413,
684,6,8076,0.000319613,0.0755005,4184,0.000767826,0.496121,
683,0,20000,0.01,0.0141421,10201,0,0.676717,
683,1,31767,0.00065775,0.041279,16141,6.47591e-07,0.597822,
683,2,24626,0.000317372,0.0513198,12560,3.67617e-05,0.63833,
683,3,17592,0.000304138,0.0470271,9009,0.000265526,0.679934,
683,4,16521,0.000302358,0.0536719,8460,0.000410651,0.677492,
683,5,16291,0.000304163,0.0503524,8346,0.000442505,0.677864,
683,6,16215,0.000304588,0.0532502,8308,0.000453083,0.674529,
654,0,20000,0.01,0.0141421,10201,0,2179.84,
654,1,281553,0.000619581,0.0517748,141526,0.00082558,765.267,
654,2,146241,0.000285642,0.130406,74773,0.000987812,202.087,
654,3,58295,0.000294624,0.250071,30879,0.00557287,196.826,
654,4,46464,0.000285684,0.238356,24966,0.00991257,187.919,
654,5,45195,0.000285452,0.247488,24330,0.0102135,181.338,
654,6,45036,0.000278198,0.258101,24251,0.00977228,177.646,
682,0,20000,0.01,0.0141421,10201,0,0.676717,
682,1,52237,0.000615653,0.036743,26433,5.00285e-07,0.540759,
682,2,53640,0.000300052,0.0296656,27172,2.34417e-05,0.531811,
682,3,39436,0.000288813,0.0301542,20034,0.000110277,0.571203,
682,4,37211,0.000303833,0.0323616,18902,0.000163962,0.572191,
682,5,36821,0.000301364,0.0336069,18707,0.000176507,0.568642,
682,6,36715,0.000299851,0.0324722,18653,0.000179324,0.565459,
678,0,20000,0.01,0.0141421,10201,0,0.722991,
678,1,88486,0.000648263,0.0517833,44819,2.99293e-06,0.656605,
678,2,58682,0.000315242,0.102593,29774,1.30094e-05,0.463851,
678,3,39358,0.000282875,0.129877,20027,0.000106656,0.497197,
678,4,35485,0.000282156,0.143742,18062,0.000177375,0.498203,
678,5,34806,0.00028646,0.124229,17717,0.000197636,0.500156,
678,6,34564,0.000287946,0.155186,17596,0.000202564,0.498465,
670,0,20000,0.01,0.0141421,10201,0,1844.61,
670,1,206912,0.000607278,0.0490424,104180,0.00234736,640.301,
670,2,108569,0.000308466,0.106203,55924,0.00118141,168.005,
670,3,44984,0.000298787,0.184977,24209,0.00545957,158.019,
670,4,36392,0.000283053,0.250382,19913,0.00837091,148.224,
670,5,35567,0.000279995,0.254306,19499,0.00755915,141.251,
670,6,35480,0.000277151,0.255834,19455,0.00710329,137.657,
690,0,20000,0.01,0.0141421,10201,0,64.3922,
690,1,25527,0.000702499,0.0516212,13232,0.00238171,3.19081,
690,2,11473,0.000399516,0.116401,6165,0.000537556,3.0687,
690,3,6554,0.000324553,0.218537,3573,0.00101082,4.28635,
690,4,4909,0.000319047,0.276043,2694,0.00172456,5.90057,
690,5,4510,0.000318134,0.260256,2483,0.00209724,6.51036,
690,6,4379,0.000306734,0.253627,2413,0.00249353,6.60315,
690,7,4281,0.000299064,0.253605,2361,0.00265515,6.78493,
690,8,4254,0.000296247,0.248351,2347,0.00275203,6.79686,
689,0,20000,0.01,0.0141421,10201,0,64.3922,
689,1,53757,0.000597184,0.0490682,27599,0.000640258,2.03386,
689,2,43069,0.000319009,0.109654,22440,5.58024e-05,0.926928,
689,3,25107,0.000313324,0.22901,13163,0.000149143,1.16187,
689,4,20930,0.000314826,0.229857,10981,0.000249196,1.31668,
689,5,19857,0.000315013,0.220689,10419,0.000296889,1.36987,
689,6,19398,0.000316003,0.230043,10180,0.000313123,1.37895,
689,7,19181,0.00031375,0.233168,10069,0.000314305,1.39416,
689,8,19018,0.000313132,0.229942,9986,0.000324193,1.39383,
606,0,20000,0.01,0.0141421,10201,0,0.131348,
606,1,188214,0.000624949,0.0394793,94608,1.61588e-07,0.00103181,
606,2,316433,0.000300442,0.0338775,158980,3.93546e-08,0.000131419,
606,3,306968,0.00028973,0.0322593,154202,1.99902e-08,0.000127369,
606,4,272352,0.000291029,0.027867,136895,2.04065e-08,0.000127827,
606,5,270506,0.000282562,0.0308522,135945,2.23885e-08,0.000126402,
694,0,20000,0.01,0.0141421,10201,0,0.682543,
694,1,30410,0.000641556,0.0501537,15456,3.54009e-07,0.520234,
694,2,21661,0.000307974,0.0878816,11056,3.62966e-05,0.462954,
694,3,15178,0.000306734,0.100055,7782,0.000268697,0.507827,
694,4,14081,0.000306608,0.110182,7222,0.0004123,0.51125,
694,5,13894,0.000307369,0.107155,7129,0.000445834,0.508994,
694,6,13816,0.000304392,0.105788,7091,0.000451195,0.506375,
695,0,20000,0.01,0.0141421,10201,0,0.682543,
695,1,16941,0.00067339,0.0500794,8672,6.28543e-07,0.545491,
695,2,8262,0.000322457,0.0943536,4282,6.14208e-05,0.484891,
695,3,5026,0.000321578,0.190362,2629,0.000656685,0.541546,
695,4,4348,0.000314088,0.162817,2281,0.0011233,0.554614,
695,5,4269,0.0003174,0.160059,2241,0.00129473,0.557047,
695,6,4237,0.000321726,0.175304,2224,0.00131936,0.553335,
693,0,20000,0.01,0.0141421,10201,0,0.682543,
693,1,48463,0.000631633,0.0453234,24532,3.83776e-07,0.52581,
693,2,46698,0.000312227,0.065749,23662,2.33075e-05,0.526445,
693,3,33576,0.000310235,0.0800262,17071,0.000129222,0.573599,
693,4,31328,0.000309029,0.088,15930,0.000193978,0.580375,
693,5,31049,0.000307284,0.0767949,15789,0.000209715,0.579196,
681,0,20000,0.01,0.0141421,10201,0,0.676717,
681,1,79266,0.000629492,0.0366645,40006,4.70177e-07,0.602208,
681,2,100456,0.00030173,0.0173659,50693,1.49715e-05,0.442412,
681,3,79314,0.000305891,0.0218127,40087,6.15074e-05,0.483651,
681,4,72309,0.000299607,0.0238578,36563,8.35642e-05,0.488865,
681,5,71366,0.000298244,0.0248052,36084,9.19457e-05,0.488485,
681,6,71110,0.000297974,0.0260042,35957,9.28457e-05,0.489593,
669,0,20000,0.01,0.0141421,10201,0,1844.61,
669,1,276169,0.000615017,0.050743,138833,0.000763362,641.732,
669,2,143799,0.000303969,0.107909,73553,0.000859723,167.925,
669,3,57509,0.000291482,0.228704,30486,0.0047021,163.042,
669,4,45597,0.000284585,0.248605,24531,0.00862063,155.155,
669,5,44287,0.0002839,0.243915,23875,0.00899343,149.858,
669,6,44096,0.00027774,0.245942,23779,0.00851727,146.79,
688,0,20000,0.01,0.0141421,10201,0,64.3922,
688,1,68106,0.000604573,0.0490591,34844,0.000167726,2.25545,
688,2,101727,0.000310693,0.111684,52321,3.42034e-05,0.606745,
688,3,77264,0.00030873,0.208432,39835,5.93314e-05,0.655922,
688,4,72850,0.000305664,0.21589,37486,8.15757e-05,0.663862,
688,5,72065,0.000299317,0.204159,37066,8.63873e-05,0.65738,
688,6,71716,0.000297767,0.203882,36887,8.58397e-05,0.658287,
700,0,20000,0.01,0.0141421,10201,0,0.711887,
700,1,59045,0.000641498,0.0492904,29989,4.58258e-06,0.578012,
700,2,32793,0.000312163,0.104265,16738,2.032e-05,0.66598,
700,3,22667,0.000309136,0.14044,11600,0.000190612,0.583872,
700,4,20584,0.000297512,0.155839,10539,0.000329005,0.560948,
700,5,20163,0.000303592,0.143023,10326,0.000350413,0.561435,
700,6,19982,0.000300434,0.142141,10235,0.000356218,0.56306,
672,0,20000,0.01,0.0141421,10201,0,2178.91,
672,1,281199,0.000599157,0.0517751,141349,0.000825405,765.768,
672,2,147247,0.0003027,0.117693,75276,0.000994558,201.156,
672,3,58572,0.000298382,0.199744,31019,0.00575738,196.113,
672,4,46565,0.000289231,0.240907,25017,0.0105108,188.159,
672,5,45145,0.00028705,0.247772,24306,0.0107345,181.877,
672,6,44971,0.00028169,0.24707,24218,0.0102905,178.182,
698,0,20000,0.01,0.0141421,10201,0,0.711887,
698,1,94425,0.000670986,0.0493975,47804,2.44089e-06,0.513809,
698,2,60850,0.000306529,0.0939478,30874,1.21809e-05,0.518824,
698,3,42101,0.000297249,0.13382,21410,9.97912e-05,0.565501,
698,4,38527,0.000295666,0.130221,19596,0.000160259,0.567004,
698,5,37876,0.000293082,0.135186,19268,0.000178211,0.562836,
698,6,37619,0.000292625,0.13913,19137,0.000182037,0.560856,
699,0,20000,0.01,0.0141421,10201,0,0.711887,
699,1,81781,0.000623556,0.0493241,41440,2.96993e-06,0.755766,
699,2,50071,0.000304781,0.0883226,25448,1.52114e-05,0.444876,
699,3,34503,0.000314101,0.134521,17580,0.000121555,0.502835,
699,4,31662,0.000313649,0.133351,16133,0.000186757,0.514757,
699,5,31048,0.000316006,0.1445,15821,0.00020227,0.518845,
699,6,30859,0.000315155,0.146294,15727,0.000205446,0.522024,
697,0,20000,0.01,0.0141421,10201,0,0.711887,
697,1,118417,0.000635036,0.0451678,59879,1.76871e-06,0.561468,
697,2,85050,0.000305823,0.0863087,43046,1.01316e-05,0.438073,
697,3,59499,0.000313551,0.114064,30167,7.14478e-05,0.482576,
697,4,54340,0.000308232,0.12587,27561,0.000109328,0.488546,
697,5,53455,0.000306927,0.124765,27114,0.000119822,0.489721,
697,6,53146,0.000305657,0.128682,26958,0.000121755,0.487293,
687,0,20000,0.01,0.0141421,10201,0,64.3922,
687,1,76995,0.000605401,0.0512435,39312,6.31126e-05,2.04798,
687,2,150299,0.000291062,0.121673,76883,2.85228e-05,0.657435,
687,3,142399,0.000295165,0.21442,72823,4.34909e-05,0.684539,
687,4,135257,0.000290804,0.22314,69195,5.00262e-05,0.686752,
687,5,135436,0.000296994,0.225496,69254,5.31809e-05,0.686289,
696,0,20000,0.01,0.0141421,10201,0,0.711887,
696,1,179071,0.000612286,0.0507521,90384,9.62866e-07,0.738127,
696,2,168036,0.000307785,0.0831746,84740,7.2067e-06,0.478883,
696,3,130522,0.000288287,0.111427,65855,3.84205e-05,0.508169,
696,4,116908,0.000298725,0.113753,59021,5.46351e-05,0.51044,
696,5,114676,0.000299531,0.101708,57888,6.1466e-05,0.512766,
696,6,113899,0.000298558,0.107651,57501,6.29467e-05,0.514412,
651,0,20000,0.01,0.0141421,10201,0,2179.84,
651,1,474498,0.00061937,0.0490498,238040,0.00038493,766.21,
651,2,265983,0.00028744,0.105334,134684,0.000597042,201.423,
651,3,128514,0.000292185,0.210326,66024,0.00321076,199.035,
651,4,98727,0.000281749,0.234346,51130,0.00617637,195.58,
651,5,95851,0.000278594,0.236328,49691,0.00733444,191.981,
651,6,95097,0.000271178,0.245651,49314,0.00737059,189.341,
692,0,20000,0.01,0.0141421,10201,0,0.682543,
692,1,140803,0.000621298,0.0445302,70860,4.57109e-07,0.795199,
692,2,216323,0.000305868,0.0434345,108808,9.32088e-06,0.43764,
692,3,199557,0.000289278,0.041324,100390,2.87343e-05,0.486586,
692,4,174637,0.000285334,0.0422007,87916,3.34218e-05,0.495177,
692,5,173223,0.000285088,0.0390173,87189,3.79904e-05,0.496667,
686,0,20000,0.01,0.0141421,10201,0,64.3922,
686,1,98915,0.000608656,0.0490524,50299,1.81262e-05,2.24071,
686,2,220239,0.000296001,0.110053,111911,2.84372e-05,0.597195,
686,3,232992,0.00029665,0.166821,118372,3.21906e-05,0.615382,
686,4,214695,0.000292738,0.2168,109226,3.37417e-05,0.613696,
686,5,216814,0.000284397,0.224537,110283,3.64266e-05,0.613091,
666,0,20000,0.01,0.0141421,10201,0,1844.61,
666,1,465538,0.000579293,0.0500998,233559,0.000309871,644.573,
666,2,260204,0.000303963,0.117542,131794,0.000499505,169.855,
666,3,123995,0.000294024,0.19405,63761,0.00272336,167.737,
666,4,95523,0.000286399,0.238286,49526,0.00513862,165.193,
666,5,92805,0.000281781,0.240761,48166,0.00608695,162.496,
666,6,92209,0.000284598,0.25014,47868,0.00589706,160.081,
691,0,20000,0.01,0.0141421,10201,0,0.682543,
691,1,187129,0.000611606,0.0383632,94079,4.69621e-07,0.530986,
691,2,311337,0.000305713,0.0337711,156436,6.41636e-06,0.482756,
691,3,303954,0.000294924,0.0365037,152711,2.03358e-05,0.524327,
691,4,268953,0.000294033,0.0344889,135205,2.30858e-05,0.530046,
691,5,266508,0.000288509,0.0376254,133957,2.63559e-05,0.531345,
705,0,20000,0.01,0.0141421,10201,0,0.720007,
705,1,62760,0.000648447,0.0516204,31865,4.6039e-06,0.783494,
705,2,37665,0.000309601,0.118078,19187,1.99892e-05,0.452401,
705,3,25161,0.000301683,0.138071,12864,0.000158752,0.49607,
705,4,22540,0.000311767,0.142083,11529,0.000254884,0.500221,
705,5,21993,0.000318288,0.147199,11249,0.000281815,0.502299,
705,6,21744,0.000326864,0.136012,11122,0.000287622,0.499857,
705,7,21668,0.000327582,0.146447,11085,0.000288083,0.50094,
704,0,20000,0.01,0.0141421,10201,0,0.720007,
704,1,86626,0.000661607,0.0518988,43882,2.9844e-06,0.761986,
704,2,57339,0.000316824,0.113988,29097,1.43302e-05,0.488722,
704,3,38217,0.000303352,0.127401,19453,0.000114319,0.459366,
704,4,34674,0.00031044,0.123538,17653,0.000180563,0.47437,
704,5,34035,0.000312282,0.132282,17329,0.000195693,0.477972,
704,6,33764,0.000315929,0.128771,17192,0.000196923,0.480486,
703,0,20000,0.01,0.0141421,10201,0,0.720007,
703,1,124920,0.000642184,0.052213,63154,1.77729e-06,0.552178,
703,2,94712,0.000305209,0.110523,47899,8.97601e-06,0.505026,
703,3,66584,0.000303125,0.116931,33729,6.82968e-05,0.480877,
703,4,59655,0.000301212,0.121809,30237,0.00010299,0.50015,
703,5,58532,0.000297842,0.119192,29668,0.000112262,0.504122,
703,6,58152,0.000313701,0.122224,29477,0.000112446,0.508705,
709,0,20000,0.01,0.0141421,10201,0,0.666806,
709,1,73619,0.000612554,0.044944,37183,4.26894e-07,0.558934,
709,2,87407,0.000303996,0.0315283,44154,1.53458e-05,0.536425,
709,3,68690,0.000288621,0.03258,34759,7.05668e-05,0.567441,
709,4,62905,0.000285611,0.0364223,31844,0.000100421,0.570128,
709,5,62444,0.000292539,0.038067,31610,0.000111918,0.568332,
708,0,20000,0.01,0.0141421,10201,0,0.666806,
708,1,98244,0.000625952,0.0382181,49545,4.37418e-07,0.508323,
708,2,132549,0.000306058,0.0289352,66817,1.2091e-05,0.506254,
708,3,111019,0.000296911,0.0269042,56019,5.01332e-05,0.540637,
708,4,99806,0.000301444,0.0281726,50390,6.58023e-05,0.544769,
708,5,98609,0.000303236,0.0278097,49782,7.40136e-05,0.544159,
708,6,98280,0.000301231,0.0284759,49619,7.49576e-05,0.54412,
