sample_id,iteration,#elem,H_min,H_max,nvx,var(eta_k),error
41,0,20000,0.01,0.0141421,10201,0,136.313,
41,1,136158,0.000688747,0.0373959,69043,6.15497e-07,144.904,
41,2,213985,0.000597652,0.0129595,108170,8.93731e-05,95.6835,
41,3,83419,0.000545807,0.0138991,42702,0.000111081,94.8659,
41,4,65426,0.000539335,0.0167385,33577,0.000243706,94.3057,
41,5,64572,0.000551628,0.0171571,33129,0.000286087,94.5136,
41,6,64227,0.000554962,0.017326,32958,0.000282252,94.595,
58,0,20000,0.01,0.0141421,10201,0,0.979059,
58,1,71148,0.00090803,0.0387367,35894,3.36331e-07,0.203523,
58,2,61824,0.00176869,0.0183045,31206,7.52588e-08,0.15464,
58,3,39896,0.00147576,0.0256114,20196,9.29254e-08,0.201112,
58,4,35094,0.00185948,0.0269487,17767,1.41592e-07,0.221599,
58,5,34529,0.00194232,0.0276472,17481,1.6447e-07,0.221283,
58,6,34310,0.00188864,0.0274372,17372,1.6978e-07,0.221423,
21,0,20000,0.01,0.0141421,10201,0,0.273293,
21,1,175758,0.000685109,0.0256958,88490,1.37622e-08,0.0121453,
21,2,209840,0.000622584,0.00956077,105536,1.36153e-09,0.00804442,
21,3,169980,0.000629463,0.0132172,85504,1.24478e-09,0.00827857,
21,4,148164,0.000625882,0.0135529,74575,1.26099e-09,0.00897481,
21,5,145331,0.000659869,0.0152569,73127,1.64404e-09,0.00892692,
21,6,144135,0.000656109,0.0151056,72530,1.62831e-09,0.00893034,
57,0,20000,0.01,0.0141421,10201,0,0.979059,
57,1,104431,0.000787998,0.029497,52606,2.15252e-07,0.141225,
57,2,100038,0.00129567,0.0135129,50397,3.41328e-08,0.104659,
57,3,66922,0.00113549,0.0188565,33775,3.33615e-08,0.123884,
57,4,56977,0.00136898,0.0236901,28770,5.01682e-08,0.138751,
57,5,55795,0.00136007,0.0217232,28170,6.17883e-08,0.138711,
57,6,55346,0.00133066,0.0226353,27947,6.42738e-08,0.138825,
65,0,20000,0.01,0.0141421,10201,0,2642.32,
65,1,125778,0.00067222,0.0472275,63384,5.76066e-05,858.1,
65,2,32387,0.000602356,0.0823966,16792,0.000533998,629.786,
65,3,16024,0.000544885,0.0955912,8607,0.00365718,610.975,
65,4,13175,0.000536752,0.117419,7175,0.0051966,593.485,
65,5,12771,0.000529879,0.124941,6970,0.00507885,584.726,
65,6,12732,0.000543617,0.123421,6950,0.00478384,574.347,
64,0,20000,0.01,0.0141421,10201,0,2642.32,
64,1,150052,0.000692773,0.050875,75540,2.10563e-05,854.986,
64,2,38928,0.000586553,0.0518966,20086,0.000450041,630.615,
64,3,18530,0.000546046,0.0804419,9873,0.00327362,616.968,
64,4,15139,0.000549074,0.089896,8170,0.00522263,604.748,
64,5,14656,0.000539542,0.0830747,7926,0.00535261,593.904,
64,6,14610,0.000554359,0.0865718,7903,0.00511827,584.826,
68,0,20000,0.01,0.0141421,10201,0,46.1802,
68,1,38194,0.00067178,0.0434569,19531,1.59159e-05,1.87769,
68,2,13431,0.000742756,0.0881398,6972,3.69993e-06,3.95551,
68,3,7578,0.00122259,0.0982684,3958,8.44909e-06,6.53513,
68,4,6464,0.00137149,0.116289,3378,1.31067e-05,7.40809,
68,5,6160,0.00137047,0.119411,3220,1.55001e-05,7.62338,
68,6,6036,0.0012653,0.115903,3156,1.67406e-05,7.73131,
68,7,5943,0.00134515,0.116522,3109,1.70323e-05,7.82477,
68,8,5904,0.00133947,0.116629,3090,1.77612e-05,7.85121,
56,0,20000,0.01,0.0141421,10201,0,0.979059,
56,1,127380,0.000704267,0.0277365,64132,1.64331e-07,0.119484,
56,2,130229,0.00127443,0.0125877,65546,2.34973e-08,0.0833175,
56,3,90746,0.000985573,0.0175868,45733,2.03391e-08,0.0922252,
56,4,74542,0.00122117,0.0190183,37598,2.86498e-08,0.106132,
56,5,72406,0.00124608,0.0195552,36514,3.63813e-08,0.107209,
56,6,71894,0.0013027,0.0192708,36260,3.8218e-08,0.107018,
67,0,20000,0.01,0.0141421,10201,0,46.1802,
67,1,46743,0.000687803,0.0513403,23840,6.82685e-06,1.78735,
67,2,24440,0.000653374,0.0642043,12574,1.31834e-06,2.31459,
67,3,16977,0.000703955,0.0720197,8740,2.18229e-06,3.03923,
67,4,15223,0.000737481,0.0844467,7835,2.72104e-06,3.3273,
67,5,14734,0.00081698,0.0864312,7584,2.9674e-06,3.39511,
67,6,14531,0.000837081,0.081937,7483,3.06245e-06,3.42138,
67,7,14419,0.00081316,0.0777422,7426,3.11033e-06,3.43941,
66,0,20000,0.01,0.0141421,10201,0,46.1802,
66,1,59902,0.000682217,0.0456664,30456,1.60344e-06,1.65045,
66,2,52263,0.000609155,0.0395429,26691,7.83802e-07,1.14151,
66,3,47544,0.000560907,0.0442244,24251,4.84249e-07,1.18202,
66,4,47203,0.000594072,0.0430237,24071,4.27476e-07,1.17269,
66,5,46909,0.000603064,0.0447643,23924,4.30496e-07,1.17334,
70,0,20000,0.01,0.0141421,10201,0,46.1802,
70,1,27323,0.000696221,0.0466255,14007,4.50479e-05,2.45064,
70,2,6874,0.00135552,0.0983768,3617,1.59031e-05,7.53811,
70,3,2956,0.00196579,0.143261,1592,4.48376e-05,15.3359,
70,4,2240,0.00224724,0.164785,1207,0.00011484,19.0603,
70,5,2042,0.00248798,0.214231,1101,0.000157771,20.0044,
70,6,1956,0.00254804,0.192008,1056,0.000172644,20.6508,
70,7,1909,0.00286715,0.180569,1031,0.000177545,20.9789,
70,8,1870,0.00270121,0.189786,1011,0.000176968,21.4324,
70,9,1855,0.00276195,0.190659,1003,0.000190103,21.6403,
69,0,20000,0.01,0.0141421,10201,0,46.1802,
69,1,31803,0.000709585,0.0513159,16295,2.87794e-05,2.17164,
69,2,8984,0.00108419,0.100215,4703,7.49584e-06,5.91968,
69,3,4446,0.00144101,0.136934,2358,2.01969e-05,10.5734,
69,4,3521,0.0018911,0.140183,1869,4.49835e-05,12.8412,
69,5,3302,0.00199113,0.142205,1755,5.44003e-05,13.3464,
69,6,3215,0.00180241,0.159159,1709,6.18353e-05,13.5511,
69,7,3181,0.00193495,0.167434,1691,6.52824e-05,13.5563,
69,8,3147,0.0021141,0.164894,1673,6.71109e-05,13.7064,
69,9,3139,0.00216134,0.164296,1669,7.02101e-05,13.6536,
63,0,20000,0.01,0.0141421,10201,0,2642.32,
63,1,202611,0.000706945,0.0433979,101855,1.04616e-05,852.664,
63,2,66819,0.000584231,0.0248325,34121,0.000343845,635.451,
63,3,26553,0.000531975,0.0413255,13926,0.00218745,622.825,
63,4,20841,0.0005405,0.0479365,11050,0.00457034,613.635,
63,5,20212,0.000553683,0.0532206,10735,0.0053041,604.613,
63,6,20141,0.000548765,0.0556461,10698,0.00519428,599.599,
75,0,20000,0.01,0.0141421,10201,0,1.35755,
75,1,14081,0.0017717,0.0411796,7207,3.31313e-06,0.505539,
75,2,4947,0.00350207,0.0643754,2574,3.3071e-06,1.20729,
75,3,3291,0.00500608,0.0726575,1719,9.61969e-06,1.74769,
75,4,2881,0.00451902,0.0869065,1508,1.38953e-05,1.95381,
75,5,2817,0.00542212,0.0864092,1474,1.60264e-05,1.95604,
75,6,2770,0.00499964,0.0817839,1450,1.62672e-05,1.975,
75,7,2758,0.00488924,0.0813528,1444,1.63391e-05,1.97013,
74,0,20000,0.01,0.0141421,10201,0,1.35755,
74,1,26183,0.00113509,0.0440081,13314,1.4725e-06,0.376517,
74,2,12919,0.00244514,0.0414048,6615,6.5682e-07,0.501038,
74,3,8108,0.00265428,0.0554863,4171,1.54423e-06,0.763457,
74,4,7028,0.00287204,0.0512805,3619,2.11967e-06,0.859213,
74,5,6826,0.00296062,0.06061,3515,2.59103e-06,0.863066,
74,6,6758,0.00295356,0.0575875,3481,2.7296e-06,0.864125,
74,7,6724,0.00300488,0.0582038,3464,2.78594e-06,0.868698,
73,0,20000,0.01,0.0141421,10201,0,1.35755,
73,1,42835,0.000844437,0.0419882,21696,8.28282e-07,0.297944,
73,2,26484,0.00194784,0.0257846,13460,2.13982e-07,0.275084,
73,3,15398,0.00200722,0.0379202,7865,4.51163e-07,0.40492,
73,4,12775,0.00208747,0.0407316,6531,6.62858e-07,0.476334,
73,5,12375,0.00213642,0.0403942,6326,8.71751e-07,0.4838,
73,6,12234,0.00222049,0.0431755,6255,9.1888e-07,0.485243,
73,7,12183,0.0022049,0.0427417,6229,9.35762e-07,0.485678,
62,0,20000,0.01,0.0141421,10201,0,2642.32,
62,1,236444,0.000666912,0.0408055,118793,1.21537e-05,856.824,
62,2,134241,0.000600657,0.0191818,67928,0.000294465,632.097,
62,3,42445,0.000539378,0.0224729,21919,0.00113189,619.144,
62,4,26906,0.000533727,0.0333029,14111,0.00303978,614.912,
62,5,26525,0.000526495,0.0345964,13917,0.00418424,612.991,
62,6,26467,0.000563796,0.0319902,13888,0.00405417,610.101,
79,0,20000,0.01,0.0141421,10201,0,0.880425,
79,1,18151,0.00130105,0.0482523,9265,1.45592e-06,0.257131,
79,2,6908,0.00256125,0.0554197,3570,1.03664e-06,0.501078,
79,3,4322,0.00340878,0.0791846,2245,3.03855e-06,0.765628,
79,4,3824,0.00421662,0.089426,1987,4.45246e-06,0.841831,
79,5,3691,0.00393614,0.0913746,1919,5.36259e-06,0.859565,
79,6,3658,0.00348797,0.092806,1902,5.60572e-06,0.866897,
78,0,20000,0.01,0.0141421,10201,0,0.880425,
78,1,30062,0.000985131,0.0408134,15265,8.18955e-07,0.166358,
78,2,12460,0.00212283,0.0412645,6387,3.07779e-07,0.266231,
78,3,7401,0.00275425,0.0645822,3813,1.08074e-06,0.476785,
78,4,6663,0.00276091,0.0611346,3432,1.46389e-06,0.508963,
78,5,6488,0.00285486,0.0676052,3344,1.64413e-06,0.514898,
78,6,6406,0.0026841,0.0663228,3302,1.70091e-06,0.518043,
78,7,6386,0.00262273,0.0677864,3292,1.76165e-06,0.517096,
80,0,20000,0.01,0.0141421,10201,0,0.880425,
80,1,10515,0.00213616,0.0533686,5404,3.27582e-06,0.366237,
80,2,3154,0.0043851,0.0860641,1655,5.25002e-06,0.994756,
80,3,1759,0.00647539,0.117145,934,1.53625e-05,1.74118,
80,4,1512,0.00686463,0.126799,804,2.70892e-05,1.98583,
80,5,1466,0.00654015,0.123179,780,3.08652e-05,1.9879,
80,6,1429,0.00661586,0.124948,761,3.12513e-05,2.02826,
80,7,1420,0.00678303,0.134421,756,3.246e-05,2.02856,
77,0,20000,0.01,0.0141421,10201,0,0.880425,
77,1,55935,0.000807626,0.0400803,28291,3.63424e-07,0.122229,
77,2,32842,0.0014673,0.0267765,16665,7.23485e-08,0.12323,
77,3,19355,0.00160089,0.0403115,9858,1.80041e-07,0.180903,
77,4,15946,0.00178814,0.0434984,8130,2.46163e-07,0.215656,
77,5,15512,0.00192623,0.0442259,7906,3.06356e-07,0.216766,
77,6,15327,0.00179121,0.0468259,7814,3.21261e-07,0.217848,
77,7,15246,0.00193087,0.0483213,7773,3.29695e-07,0.218132,
72,0,20000,0.01,0.0141421,10201,0,1.35755,
72,1,76846,0.000718924,0.038815,38813,3.65032e-07,0.171628,
72,2,56889,0.00129395,0.0175716,28765,6.3011e-08,0.140085,
72,3,33947,0.00116696,0.025475,17224,9.59541e-08,0.188284,
72,4,28864,0.00135811,0.0268275,14650,1.33756e-07,0.214893,
72,5,28189,0.00139289,0.0297885,14304,1.66596e-07,0.216271,
72,6,27950,0.00148931,0.0296233,14184,1.73621e-07,0.216751,
84,0,20000,0.01,0.0141421,10201,0,1.04075,
84,1,20913,0.00121134,0.0503755,10661,1.5e-06,0.285829,
84,2,8471,0.00266585,0.0623602,4363,6.66733e-07,0.464388,
84,3,4985,0.0033715,0.0738344,2584,2.35051e-06,0.730514,
84,4,4235,0.003754,0.0833468,2198,3.91577e-06,0.847013,
84,5,4096,0.00388317,0.0784979,2127,4.70946e-06,0.86637,
84,6,4028,0.0034751,0.0839591,2092,4.95938e-06,0.876419,
84,7,4009,0.00374095,0.0842664,2083,5.18183e-06,0.874918,
83,0,20000,0.01,0.0141421,10201,0,1.04075,
83,1,34393,0.000933114,0.0429542,17451,8.43751e-07,0.183594,
83,2,14512,0.00200585,0.043361,7428,2.28839e-07,0.270202,
83,3,8917,0.00245524,0.0570405,4581,7.97333e-07,0.425426,
83,4,7473,0.00252043,0.0667485,3845,1.07906e-06,0.489896,
83,5,7236,0.00265331,0.0609282,3723,1.41577e-06,0.495516,
83,6,7156,0.00275906,0.0683624,3683,1.49975e-06,0.498931,
83,7,7105,0.00254103,0.0690711,3657,1.51865e-06,0.49981,
61,0,20000,0.01,0.0141421,10201,0,2642.32,
61,1,254753,0.000665969,0.0387303,127964,1.30221e-05,854.808,
61,2,178250,0.000601353,0.0148079,89975,0.000267259,637.775,
61,3,53794,0.000551827,0.0198889,27618,0.000883753,624.597,
61,4,32805,0.000544744,0.0260191,17081,0.00259827,619.251,
61,5,32491,0.000566528,0.0277749,16917,0.0037867,619.365,
85,0,20000,0.01,0.0141421,10201,0,1.04075,
85,1,11678,0.00185241,0.0472556,5996,3.37501e-06,0.368528,
85,2,3522,0.00382385,0.08026,1845,4.31658e-06,1.0174,
85,3,1995,0.00600931,0.114522,1056,1.16496e-05,1.71684,
85,4,1730,0.00618371,0.117727,917,2.28426e-05,1.91208,
85,5,1653,0.005996,0.127278,877,2.62601e-05,1.98456,
85,6,1636,0.0062492,0.125105,868,2.70819e-05,1.98019,
85,7,1626,0.00692158,0.126295,863,2.78132e-05,1.98017,
88,0,20000,0.01,0.0141421,10201,0,0.980497,
88,1,20391,0.00131422,0.0417893,10394,1.63119e-06,0.254896,
88,2,7792,0.00274684,0.0673162,4023,8.43478e-07,0.520461,
88,3,5077,0.00326398,0.0798969,2630,2.62371e-06,0.783682,
88,4,4547,0.00388806,0.0896775,2358,3.50991e-06,0.85097,
88,5,4418,0.00403931,0.085209,2291,4.06705e-06,0.862901,
88,6,4357,0.00396734,0.0900352,2260,4.20741e-06,0.872072,
88,7,4337,0.00411172,0.0823127,2251,4.38607e-06,0.87309,
87,0,20000,0.01,0.0141421,10201,0,0.980497,
87,1,32798,0.000963639,0.0435332,16646,9.17545e-07,0.226457,
87,2,16556,0.00207102,0.0416066,8457,2.62468e-07,0.271259,
87,3,9860,0.00242132,0.0573613,5062,7.1708e-07,0.424801,
87,4,8436,0.00247002,0.0670128,4334,9.69163e-07,0.479765,
87,5,8174,0.00267074,0.0701016,4200,1.17309e-06,0.483227,
87,6,8044,0.00285529,0.0694987,4133,1.2362e-06,0.488515,
87,7,8007,0.00287658,0.0739894,4115,1.28435e-06,0.489074,
82,0,20000,0.01,0.0141421,10201,0,1.04075,
82,1,61567,0.000703811,0.0407382,31136,3.73459e-07,0.130724,
82,2,37154,0.00146101,0.0300381,18839,6.00568e-08,0.12491,
82,3,21685,0.00134721,0.0385396,11036,1.38567e-07,0.179994,
82,4,17875,0.0017741,0.0433604,9107,1.95257e-07,0.212434,
82,5,17329,0.00170593,0.0468441,8824,2.60022e-07,0.214641,
82,6,17080,0.00165918,0.043893,8700,2.68596e-07,0.216401,
82,7,16989,0.00160956,0.042446,8655,2.77103e-07,0.216686,
89,0,20000,0.01,0.0141421,10201,0,0.980497,
89,1,13961,0.0017286,0.0463131,7151,2.54873e-06,0.362364,
89,2,4968,0.00362782,0.0706766,2585,2.16098e-06,0.811019,
89,3,3184,0.00484971,0.093474,1664,6.3002e-06,1.19062,
89,4,2806,0.00518345,0.106695,1469,9.13908e-06,1.31925,
89,5,2708,0.00516641,0.102514,1418,1.06752e-05,1.35613,
89,6,2664,0.00504335,0.106655,1396,1.09478e-05,1.36318,
89,7,2650,0.0047629,0.105387,1389,1.13808e-05,1.36579,
90,0,20000,0.01,0.0141421,10201,0,0.980497,
90,1,11296,0.00215699,0.0428344,5800,3.67018e-06,0.420919,
90,2,3602,0.00418567,0.0873838,1886,4.68163e-06,1.07893,
90,3,2159,0.00552129,0.104129,1140,1.21335e-05,1.72821,
90,4,1873,0.00628244,0.118067,991,1.96186e-05,1.90594,
90,5,1797,0.00662254,0.120448,951,2.30565e-05,1.95792,
90,6,1770,0.00657147,0.121842,937,2.43885e-05,1.99448,
90,7,1770,0.00655806,0.123298,937,2.41604e-05,1.98925,
76,0,20000,0.01,0.0141421,10201,0,0.880425,
76,1,100263,0.000676724,0.0389372,50588,1.25244e-07,0.0736041,
76,2,86071,0.000917738,0.0169814,43418,2.01174e-08,0.055852,
76,3,54014,0.000960187,0.023676,27305,2.36501e-08,0.0671575,
76,4,45296,0.0010338,0.0258416,22915,3.10259e-08,0.0768318,
76,5,44154,0.00105956,0.02535,22332,4.09431e-08,0.0776678,
76,6,43814,0.0010569,0.0256248,22162,4.26039e-08,0.0776808,
86,0,20000,0.01,0.0141421,10201,0,0.980497,
86,1,62098,0.000795055,0.0388469,31394,4.07204e-07,0.125829,
86,2,37462,0.00153219,0.026896,19002,6.3543e-08,0.127821,
86,3,22356,0.00142282,0.0402031,11380,1.54963e-07,0.188932,
86,4,19046,0.00165738,0.041516,9700,1.91867e-07,0.217065,
86,5,18489,0.00174688,0.0430002,9414,2.43722e-07,0.218691,
86,6,18304,0.00166187,0.042352,9322,2.60912e-07,0.219374,
86,7,18260,0.00168169,0.0434315,9300,2.6734e-07,0.219294,
81,0,20000,0.01,0.0141421,10201,0,1.04075,
81,1,104712,0.000671152,0.0344418,52842,1.27173e-07,0.0771003,
81,2,95345,0.000782292,0.0169033,48076,1.85325e-08,0.0568511,
81,3,61840,0.000781709,0.0227044,31234,2.04903e-08,0.064875,
81,4,50832,0.00089226,0.0246634,25699,2.60785e-08,0.0759412,
81,5,49223,0.000924902,0.0277197,24884,3.32597e-08,0.0772416,
81,6,48800,0.000939754,0.0269185,24673,3.48381e-08,0.0772046,
71,0,20000,0.01,0.0141421,10201,0,1.35755,
71,1,131374,0.000712386,0.0261486,66218,1.22145e-07,0.0922926,
71,2,139056,0.000712832,0.0122841,70018,1.73249e-08,0.0638482,
71,3,100552,0.000713282,0.0164713,50681,1.52623e-08,0.0670618,
71,4,82182,0.000728083,0.0166945,41462,1.7741e-08,0.0777885,
71,5,79581,0.000811532,0.0184494,40142,2.29044e-08,0.0785465,
71,6,78844,0.000824732,0.0192129,39775,2.30007e-08,0.0786345,
94,0,20000,0.01,0.0141421,10201,0,6949.05,
94,1,70593,0.000675573,0.0517166,36238,0.000394176,1103.6,
94,2,49989,0.000611293,0.124689,26070,0.00143129,814.52,
94,3,35302,0.000542139,0.164304,18736,0.00321942,813.16,
94,4,34586,0.000544067,0.201086,18359,0.00363462,807.473,
94,5,34306,0.000539808,0.170628,18214,0.00354562,803.56,
95,0,20000,0.01,0.0141421,10201,0,6949.05,
95,1,57343,0.00067881,0.0518129,29492,0.00101819,1157.83,
95,2,33252,0.000623242,0.116836,17446,0.00127602,806.448,
95,3,22576,0.000558967,0.196997,12013,0.00295714,811.787,
95,4,20833,0.000549341,0.209256,11085,0.00316467,801.6,
95,5,20107,0.000545226,0.208887,10703,0.003216,795.109,
95,6,19713,0.000572545,0.202923,10497,0.00301101,785.058,
95,7,19426,0.00055433,0.204563,10346,0.00293639,778.144,
95,8,19246,0.000569728,0.193045,10254,0.00285067,782.166,
93,0,20000,0.01,0.0141421,10201,0,6949.05,
93,1,87199,0.000683176,0.0519391,44611,0.000266008,1101.79,
93,2,68711,0.00057133,0.105734,35592,0.00140562,812.705,
93,3,50781,0.00053875,0.133388,26658,0.00297838,812.509,
93,4,50558,0.000554771,0.136883,26543,0.00343192,806.928,
93,5,50241,0.0005425,0.135426,26384,0.003327,804.637,
99,0,20000,0.01,0.0141421,10201,0,96.7342,
99,1,29403,0.000720511,0.0428432,14971,7.99114e-05,28.8629,
99,2,18967,0.00109067,0.096648,9755,4.08745e-05,31.507,
99,3,13915,0.00116416,0.164228,7222,4.92054e-05,40.0609,
99,4,12972,0.00140435,0.17025,6728,6.11072e-05,41.1658,
99,5,12615,0.00142342,0.197757,6545,6.43848e-05,41.4853,
99,6,12393,0.00140534,0.185523,6429,6.56689e-05,41.9444,
99,7,12271,0.00140031,0.193455,6369,6.81958e-05,42.2303,
100,0,20000,0.01,0.0141421,10201,0,96.7342,
100,1,21171,0.000777475,0.0437929,10817,0.000118332,34.4975,
100,2,11056,0.00161337,0.10067,5714,0.000108809,41.6651,
100,3,7334,0.00150002,0.179325,3826,0.000239597,59.5086,
100,4,6219,0.00165788,0.196302,3249,0.0003678,69.0517,
100,5,5999,0.00173304,0.188336,3128,0.000258361,69.3821,
100,6,5849,0.00175558,0.184165,3051,0.00026306,68.3727,
100,7,5715,0.0017422,0.197904,2977,0.000266455,70.0052,
100,8,5668,0.00170385,0.194059,2954,0.000272712,69.2993,
98,0,20000,0.01,0.0141421,10201,0,96.7342,
98,1,44167,0.000717233,0.0429153,22404,5.33411e-05,18.9544,
98,2,35188,0.000705923,0.100179,18039,2.07072e-05,19.2823,
98,3,29150,0.00078056,0.13417,15029,2.05689e-05,20.7292,
98,4,26847,0.000774079,0.131088,13830,2.40026e-05,22.2385,
98,5,26570,0.000779519,0.137441,13681,1.79079e-05,22.1975,
98,6,26395,0.000769504,0.144653,13592,1.78167e-05,22.2022,
103,0,20000,0.01,0.0141421,10201,0,117.75,
103,1,55143,0.000745625,0.0512568,27969,4.13215e-05,17.9725,
103,2,41550,0.000726669,0.110293,21386,1.38185e-05,16.4088,
103,3,30542,0.000682456,0.153902,15750,1.82878e-05,20.1007,
103,4,28250,0.000672827,0.139423,14549,2.23743e-05,21.5931,
103,5,27777,0.000786912,0.148102,14299,1.55553e-05,21.6228,
103,6,27483,0.000725013,0.142617,14150,1.55077e-05,21.7516,
103,7,27296,0.000822892,0.138102,14057,1.56653e-05,21.7443,
97,0,20000,0.01,0.0141421,10201,0,96.7342,
97,1,78150,0.000698924,0.0454531,39477,3.63942e-05,13.751,
97,2,88279,0.000618711,0.0914033,45001,2.97897e-06,8.96411,
97,3,77164,0.00058301,0.0787106,39501,2.27597e-06,9.12462,
97,4,73611,0.000598755,0.0848487,37651,2.16374e-06,9.16202,
97,5,72703,0.000601183,0.0788782,37175,2.12041e-06,9.13496,
97,6,72432,0.000595972,0.0820509,37026,2.13761e-06,9.07285,
105,0,20000,0.01,0.0141421,10201,0,117.75,
105,1,24816,0.000804297,0.0465941,12662,8.85162e-05,36.8378,
105,2,13908,0.00136898,0.110344,7210,7.94878e-05,41.7616,
105,3,8984,0.00154997,0.193928,4700,0.000143857,59.3359,
105,4,7712,0.00166402,0.194093,4034,0.000152122,65.2738,
105,5,7299,0.00193938,0.193713,3813,0.000173703,66.0814,
105,6,7095,0.00188061,0.197556,3704,0.000189442,66.1993,
105,7,6943,0.00181406,0.185241,3622,0.000196528,66.1564,
105,8,6805,0.00182449,0.192391,3546,0.000206069,67.7832,
105,9,6732,0.00182763,0.200979,3510,0.000216233,67.3157,
105,10,6650,0.00180991,0.192879,3466,0.000211519,66.7572,
105,11,6593,0.00179855,0.197442,3434,0.000217753,67.4619,
104,0,20000,0.01,0.0141421,10201,0,117.75,
104,1,35662,0.000754808,0.0450277,18139,5.83534e-05,28.9293,
104,2,23480,0.000960577,0.105126,12108,3.07145e-05,27.8704,
104,3,15650,0.00117025,0.190525,8132,4.1633e-05,37.8005,
104,4,13979,0.00125116,0.177076,7260,5.68629e-05,40.7878,
104,5,13437,0.0011945,0.180136,6979,5.82452e-05,41.6074,
104,6,13248,0.00116126,0.181835,6885,6.03231e-05,42.0879,
104,7,13140,0.00113354,0.174859,6832,6.01614e-05,41.9883,
102,0,20000,0.01,0.0141421,10201,0,117.75,
102,1,95812,0.00067416,0.0480198,48479,3.67331e-05,11.6818,
102,2,95504,0.000593078,0.0989749,48738,2.45419e-06,8.08987,
102,3,78551,0.000582997,0.0885571,40179,1.99728e-06,8.82149,
102,4,76043,0.000581049,0.088776,38843,2.13011e-06,8.81689,
102,5,75140,0.0005882,0.0865494,38365,2.1157e-06,8.80438,
102,6,74835,0.000588284,0.0849023,38204,2.08595e-06,8.79711,
108,0,20000,0.01,0.0141421,10201,0,99.0199,
108,1,44612,0.000705191,0.0480726,22639,4.26314e-05,18.1498,
108,2,34673,0.000724485,0.101326,17793,1.98861e-05,19.4457,
108,3,29237,0.000712457,0.133411,15081,2.2344e-05,20.6075,
108,4,27167,0.000838269,0.128334,13996,2.38613e-05,21.7779,
108,5,26801,0.000819148,0.127597,13797,1.77347e-05,21.8391,
108,6,26576,0.000827588,0.138139,13682,1.74042e-05,21.9071,
109,0,20000,0.01,0.0141421,10201,0,99.0199,
109,1,29757,0.000762056,0.0438966,15155,6.23092e-05,28.3421,
109,2,19091,0.00108615,0.103319,9821,4.01822e-05,31.0657,
109,3,14003,0.00116734,0.150779,7269,4.94265e-05,39.5122,
109,4,12920,0.00119069,0.149873,6696,6.15916e-05,40.3921,
109,5,12485,0.00117526,0.190131,6470,6.32044e-05,41.2749,
109,6,12328,0.00116761,0.179638,6390,6.49788e-05,41.5322,
109,7,12183,0.00116252,0.184341,6319,6.55974e-05,41.6506,
109,8,12104,0.00116359,0.182288,6280,6.55354e-05,41.7247,
110,0,20000,0.01,0.0141421,10201,0,99.0199,
110,1,21241,0.000773519,0.0456033,10857,9.46182e-05,31.8367,
110,2,10467,0.00160907,0.110464,5425,0.000116505,43.4265,
110,3,7304,0.00162972,0.16789,3810,0.000274249,58.9239,
110,4,6306,0.00174475,0.210621,3291,0.000349946,68.0484,
110,5,6047,0.00193423,0.195196,3152,0.000252428,67.9834,
110,6,5872,0.00192725,0.19841,3059,0.000244215,68.7225,
110,7,5782,0.00194443,0.190505,3012,0.000260878,68.6145,
110,8,5690,0.0019486,0.184221,2960,0.0002673,67.6975,
110,9,5588,0.00193968,0.197005,2904,0.00027057,68.1776,
110,10,5533,0.0019498,0.182878,2875,0.000271743,68.0837,
107,0,20000,0.01,0.0141421,10201,0,99.0199,
107,1,79444,0.00071242,0.0406633,40152,3.58985e-05,13.4149,
107,2,89015,0.00062015,0.0916895,45383,2.93194e-06,8.8952,
107,3,77093,0.000597076,0.0745034,39471,2.19541e-06,9.14833,
107,4,74113,0.00058809,0.0752726,37912,2.13265e-06,9.12455,
107,5,73091,0.000580247,0.0740434,37377,2.08349e-06,9.1153,
107,6,72917,0.000600148,0.0755402,37278,2.10019e-06,9.06783,
112,0,20000,0.01,0.0141421,10201,0,33.3032,
112,1,44231,0.000732155,0.0461186,22422,1.69121e-05,6.13864,
112,2,32991,0.000785416,0.108984,16904,6.43261e-06,7.10196,
112,3,28273,0.00078713,0.126854,14570,7.69231e-06,7.69542,
112,4,26642,0.000802088,0.126662,13708,6.713e-06,7.89796,
112,5,26241,0.000823067,0.140573,13500,6.31067e-06,7.91184,
112,6,26106,0.000872899,0.140246,13428,6.19287e-06,7.92367,
113,0,20000,0.01,0.0141421,10201,0,33.3032,
113,1,22433,0.000770445,0.0468433,11442,3.7374e-05,11.1527,
113,2,12341,0.00146282,0.109126,6357,2.83422e-05,14.1714,
113,3,8623,0.00163327,0.187838,4477,3.91474e-05,19.185,
113,4,7734,0.00169521,0.184531,4015,4.60418e-05,20.3805,
113,5,7488,0.00174956,0.196984,3886,5.2145e-05,20.498,
113,6,7322,0.00179152,0.192256,3801,5.46054e-05,20.7794,
113,7,7230,0.00178126,0.186986,3753,5.66372e-05,20.7118,
113,8,7148,0.00175465,0.188165,3708,5.52971e-05,20.841,
113,9,7077,0.00174968,0.185159,3673,5.79876e-05,20.9367,
113,10,7023,0.00177149,0.186227,3644,5.80634e-05,20.9438,
114,0,20000,0.01,0.0141421,10201,0,33.3032,
114,1,14536,0.000880218,0.0414004,7449,7.36902e-05,14.0532,
114,2,6176,0.00183948,0.106197,3208,0.000104339,20.7937,
