sample_id,iteration,#elem,H_min,H_max,nvx,var(eta_k),error
114,3,3504,0.00233153,0.207308,1839,0.000266403,37.3045,
114,4,2992,0.00238318,0.238764,1568,0.000270583,41.3759,
114,5,2912,0.00287912,0.203313,1527,0.000304056,41.46,
114,6,2858,0.00298401,0.202362,1498,0.00030488,41.8534,
114,7,2815,0.00300441,0.206488,1477,0.000318862,42.5826,
114,8,2804,0.00303592,0.203677,1472,0.000312827,42.0684,
115,0,20000,0.01,0.0141421,10201,0,33.3032,
115,1,9850,0.00102882,0.0478532,5080,0.000124784,19.4981,
115,2,3717,0.00229707,0.121999,1951,0.000265537,33.589,
115,3,2118,0.0033495,0.215223,1124,0.000462943,57.0675,
115,4,1782,0.0039439,0.216789,947,0.000666869,65.7114,
115,5,1705,0.00401491,0.227125,908,0.000768039,67.0834,
115,6,1675,0.00409855,0.221537,893,0.000816325,67.5592,
115,7,1657,0.00394117,0.21942,883,0.00086341,68.3781,
115,8,1647,0.00388714,0.217325,878,0.000849373,67.7497,
92,0,20000,0.01,0.0141421,10201,0,6949.05,
92,1,301959,0.000662762,0.0499081,152082,0.000251785,1066.7,
92,2,272403,0.000592639,0.0396851,137625,0.000488114,808.252,
92,3,211501,0.000547665,0.0475196,107213,0.00100354,802.11,
92,4,202546,0.000529374,0.0432055,102730,0.00119322,807.277,
92,5,200860,0.000537586,0.0441907,101886,0.00121504,809.676,
117,0,20000,0.01,0.0141421,10201,0,35.8899,
117,1,46410,0.000706494,0.0444065,23528,1.52683e-05,6.97916,
117,2,37821,0.000679479,0.10327,19393,6.40814e-06,6.67212,
117,3,29843,0.000805428,0.14797,15397,6.37424e-06,7.5598,
117,4,28015,0.000741823,0.140961,14432,6.23196e-06,7.86001,
117,5,27588,0.000875094,0.143573,14208,6.09194e-06,7.87265,
117,6,27362,0.000874832,0.146369,14093,6.12227e-06,7.88091,
118,0,20000,0.01,0.0141421,10201,0,35.8899,
118,1,23969,0.000720782,0.0489008,12224,3.08802e-05,12.5949,
118,2,14277,0.001208,0.12014,7357,2.89746e-05,14.22,
118,3,9841,0.00144252,0.186996,5126,4.31447e-05,19.5071,
118,4,8839,0.00161765,0.190088,4605,4.73286e-05,20.7822,
118,5,8515,0.00168984,0.191974,4437,5.03417e-05,20.8474,
118,6,8336,0.0017083,0.179146,4343,5.33396e-05,21.1184,
118,7,8222,0.0017248,0.197688,4286,5.3907e-05,21.2803,
118,8,8150,0.00171428,0.184149,4249,5.53632e-05,21.1564,
119,0,20000,0.01,0.0141421,10201,0,35.8899,
119,1,15342,0.000884129,0.0495178,7864,6.06738e-05,15.5748,
119,2,6793,0.00192146,0.1045,3536,9.83563e-05,22.1617,
119,3,4097,0.00238067,0.189291,2153,0.000240701,36.8342,
119,4,3545,0.00268477,0.208963,1858,0.000252016,39.4011,
119,5,3365,0.00262462,0.199348,1760,0.000279377,39.2981,
119,6,3248,0.00261658,0.202896,1698,0.000277434,39.7281,
119,7,3182,0.00260817,0.190916,1664,0.000277496,40.0966,
119,8,3138,0.00261595,0.194297,1641,0.000291971,40.3749,
119,9,3106,0.00262487,0.197573,1625,0.000281712,40.7404,
119,10,3083,0.00262409,0.200654,1612,0.000292726,40.2424,
120,0,20000,0.01,0.0141421,10201,0,35.8899,
120,1,10713,0.0010672,0.0497208,5521,0.000103219,22.1439,
120,2,4317,0.00229436,0.113302,2262,0.000264823,32.9512,
120,3,2459,0.0031529,0.189637,1303,0.00043554,54.7163,
120,4,2037,0.00315223,0.206475,1080,0.000603155,60.8332,
120,5,1898,0.00325729,0.234591,1006,0.000721449,63.1672,
120,6,1845,0.00336454,0.213119,979,0.000805675,64.852,
120,7,1822,0.00344445,0.221707,967,0.000828676,65.5654,
120,8,1801,0.0034531,0.214512,957,0.000863375,65.9226,
120,9,1789,0.00357291,0.215883,951,0.000832511,65.8242,
111,0,20000,0.01,0.0141421,10201,0,33.3032,
111,1,150447,0.000667306,0.0491849,75713,7.90177e-06,3.38626,
111,2,190819,0.000587544,0.0673759,96631,5.53606e-07,1.75299,
111,3,181454,0.00056261,0.0486232,92015,5.1695e-07,1.71521,
111,4,174720,0.000548053,0.0525337,88624,5.11347e-07,1.71584,
111,5,174318,0.000577829,0.0484361,88412,5.16108e-07,1.70142,
116,0,20000,0.01,0.0141421,10201,0,35.8899,
116,1,155093,0.000710051,0.0433704,78095,7.91435e-06,3.23132,
116,2,189464,0.000600749,0.0640271,95908,5.84217e-07,1.73782,
116,3,180213,0.000534955,0.0505255,91349,5.52566e-07,1.71562,
116,4,175521,0.000524126,0.050172,88990,5.2497e-07,1.70468,
116,5,174931,0.000545472,0.0483959,88689,5.12776e-07,1.69212,
122,0,20000,0.01,0.0141421,10201,0,3043.27,
122,1,84065,0.000686854,0.0511136,43055,0.000113621,524.974,
122,2,73633,0.000607368,0.102517,38077,0.00071751,390.995,
122,3,55336,0.000542768,0.11781,28958,0.00141459,390.175,
122,4,54986,0.000526278,0.120539,28782,0.00164297,383.487,
122,5,54725,0.000556802,0.118701,28653,0.00156151,384.194,
123,0,20000,0.01,0.0141421,10201,0,3043.27,
123,1,74487,0.000651841,0.0476298,38221,0.000150426,534.47,
123,2,61559,0.000585374,0.114602,31934,0.000708751,381.403,
123,3,41900,0.00052457,0.159162,22130,0.00143014,384.57,
123,4,41124,0.0005399,0.161063,21729,0.00169896,383.32,
123,5,40912,0.000548506,0.15922,21623,0.00166331,380.047,
96,0,20000,0.01,0.0141421,10201,0,96.7342,
96,1,256140,0.000701887,0.0426927,128769,1.10468e-05,6.93041,
96,2,340466,0.00059199,0.0342588,171621,1.39798e-06,3.67312,
96,3,345205,0.000531184,0.0352227,174027,1.33885e-06,3.55554,
96,4,329372,0.000548958,0.0342957,166112,1.2434e-06,3.54868,
96,5,327964,0.000551161,0.0345997,165399,1.24308e-06,3.52884,
124,0,20000,0.01,0.0141421,10201,0,3043.27,
124,1,69273,0.000667914,0.0504843,35574,0.000208766,526.47,
124,2,49444,0.000601079,0.126442,25789,0.000661672,383.966,
124,3,34745,0.000545781,0.21213,18437,0.00148479,384.911,
124,4,33975,0.00054082,0.174791,18028,0.00173128,384.562,
124,5,33731,0.00054898,0.165278,17902,0.00170336,381.494,
121,0,20000,0.01,0.0141421,10201,0,3043.27,
121,1,157923,0.000670642,0.0511333,80049,0.00010431,516.227,
121,2,160764,0.000591969,0.0675213,81758,0.000431225,393.785,
121,3,130687,0.000543119,0.0563167,66765,0.000766851,385.419,
121,4,128059,0.0005371,0.06009,65451,0.000852807,386.476,
121,5,127362,0.000540934,0.0565927,65103,0.000847798,391.441,
128,0,20000,0.01,0.0141421,10201,0,44.7221,
128,1,27863,0.000721382,0.0449205,14192,3.31167e-05,14.0775,
128,2,17322,0.00120212,0.10105,8918,2.12163e-05,16.3004,
128,3,13147,0.00118667,0.188162,6826,2.93317e-05,19.9499,
128,4,12058,0.00127598,0.191524,6258,3.57327e-05,20.7228,
128,5,11655,0.00124681,0.183043,6051,3.58332e-05,21.1238,
128,6,11477,0.00133929,0.191294,5961,3.65994e-05,21.2258,
128,7,11342,0.00132302,0.183934,5891,3.69442e-05,21.2599,
128,8,11268,0.00130867,0.1762,5854,3.77112e-05,21.3049,
125,0,20000,0.01,0.0141421,10201,0,3043.27,
125,1,65511,0.000669386,0.0452587,33656,0.000281748,541.478,
125,2,43562,0.000610764,0.101633,22765,0.000651875,386.53,
125,3,30029,0.000542814,0.157416,15983,0.00158681,385.396,
125,4,29153,0.000533645,0.18337,15504,0.00172914,383.128,
125,5,28729,0.000555798,0.208299,15279,0.00169313,379.583,
125,6,28500,0.000546311,0.21157,15156,0.0016678,372.088,
130,0,20000,0.01,0.0141421,10201,0,44.7221,
130,1,12279,0.00101413,0.0512443,6319,0.000103986,21.2953,
130,2,5005,0.00224983,0.11923,2615,0.000231114,34.4848,
130,3,2915,0.00251443,0.185208,1537,0.000487654,57.5793,
130,4,2396,0.003063,0.228649,1263,0.000533389,62.3288,
130,5,2225,0.00320248,0.205165,1172,0.000649033,64.8645,
130,6,2144,0.00337209,0.20462,1131,0.000657167,65.3738,
130,7,2086,0.00333673,0.209649,1101,0.000671148,68.2597,
130,8,2047,0.00325943,0.217594,1082,0.000669661,68.8854,
130,9,2034,0.00328219,0.207022,1076,0.000651668,66.9691,
127,0,20000,0.01,0.0141421,10201,0,44.7221,
127,1,50833,0.000710312,0.0453895,25752,1.83249e-05,8.0576,
127,2,44009,0.000646047,0.104344,22544,4.93907e-06,7.86726,
127,3,38804,0.000718681,0.120406,19970,3.96147e-06,7.88897,
127,4,36626,0.000645809,0.105819,18819,3.95651e-06,8.12328,
127,5,36235,0.000689637,0.122307,18610,3.80889e-06,8.0988,
127,6,35996,0.000711158,0.121819,18483,3.82077e-06,8.10556,
129,0,20000,0.01,0.0141421,10201,0,44.7221,
129,1,17806,0.000846418,0.050104,9114,6.16911e-05,17.7052,
129,2,8387,0.00176125,0.100184,4348,7.97205e-05,24.2652,
129,3,5308,0.00204463,0.170594,2778,0.000187993,37.7645,
129,4,4613,0.002352,0.221301,2410,0.000175047,40.3636,
129,5,4364,0.00226224,0.203846,2279,0.000197039,40.0513,
129,6,4205,0.00223091,0.218936,2193,0.000204936,40.2712,
129,7,4082,0.00225184,0.201913,2127,0.00021718,39.8036,
129,8,3975,0.00226407,0.204653,2070,0.000235798,39.688,
129,9,3884,0.00229148,0.202713,2023,0.000243869,40.0077,
129,10,3800,0.00230998,0.203464,1978,0.000233837,40.0642,
129,11,3735,0.00233421,0.209248,1945,0.000253465,39.988,
129,12,3693,0.00235387,0.213676,1921,0.000269768,39.9997,
129,13,3661,0.00236868,0.201834,1905,0.000276711,40.0359,
133,0,20000,0.01,0.0141421,10201,0,61.7333,
133,1,34407,0.000730245,0.0454528,17478,3.43974e-05,15.0155,
133,2,22792,0.000977561,0.10025,11690,2.01016e-05,16.2614,
133,3,16673,0.00103978,0.150938,8637,2.25376e-05,20.6846,
133,4,15538,0.0010539,0.177893,8040,2.71753e-05,21.1269,
133,5,15169,0.0010251,0.177109,7850,2.81652e-05,21.296,
133,6,15024,0.00106163,0.173206,7775,2.90945e-05,21.3684,
101,0,20000,0.01,0.0141421,10201,0,117.75,
101,1,274122,0.000662757,0.0439224,137986,1.21694e-05,5.68727,
101,2,357732,0.000579988,0.0340457,180261,1.40858e-06,3.59153,
101,3,351975,0.000543103,0.0339832,177429,1.551e-06,3.50114,
101,4,338687,0.000544799,0.0324466,170770,1.44976e-06,3.4897,
101,5,336807,0.000537342,0.0324101,169821,1.43761e-06,3.46935,
135,0,20000,0.01,0.0141421,10201,0,61.7333,
135,1,15402,0.000872405,0.0501239,7892,0.000101686,22.8593,
135,2,6593,0.00195644,0.119335,3428,0.000173906,35.9007,
135,3,3900,0.00224726,0.202827,2047,0.000483906,62.7492,
135,4,3384,0.00231627,0.215972,1772,0.000481699,68.2522,
135,5,3226,0.00227636,0.198543,1690,0.000571266,69.8809,
135,6,3172,0.00223658,0.192117,1663,0.000562554,70.539,
135,7,3124,0.00222781,0.200484,1639,0.000610695,72.2587,
135,8,3108,0.002204,0.195336,1631,0.0006015,71.7744,
134,0,20000,0.01,0.0141421,10201,0,61.7333,
134,1,21890,0.000749756,0.0459477,11170,6.07995e-05,20.0626,
134,2,11035,0.00161059,0.119243,5701,6.91713e-05,24.8927,
134,3,7247,0.00168438,0.193725,3778,0.000156065,37.1512,
134,4,6367,0.00192918,0.203767,3318,0.000207185,41.8152,
134,5,6133,0.00185715,0.184555,3193,0.000171438,41.6953,
134,6,5976,0.00187317,0.197637,3109,0.000186048,41.7261,
134,7,5897,0.00183773,0.195701,3066,0.000199201,41.5935,
134,8,5829,0.00179003,0.194604,3029,0.000197704,41.5022,
134,9,5765,0.00186675,0.197719,2995,0.000207393,42.1416,
134,10,5730,0.00189326,0.192145,2977,0.000211903,41.8779,
132,0,20000,0.01,0.0141421,10201,0,61.7333,
132,1,62215,0.000666875,0.0442652,31454,2.19618e-05,8.54267,
132,2,55707,0.000651863,0.090355,28461,4.19961e-06,7.71497,
132,3,47226,0.000617869,0.101442,24263,3.93016e-06,8.18675,
132,4,45551,0.00060997,0.112415,23349,3.92702e-06,8.20701,
132,5,44717,0.000665624,0.114083,22923,3.43891e-06,8.22432,
132,6,44446,0.000671856,0.118249,22772,3.40832e-06,8.21164,
106,0,20000,0.01,0.0141421,10201,0,99.0199,
106,1,261387,0.000697375,0.0398568,131502,1.20305e-05,6.72364,
106,2,344735,0.000574588,0.0344247,173768,1.3718e-06,3.6581,
106,3,346760,0.000546162,0.0352395,174823,1.36069e-06,3.54092,
106,4,331659,0.00054822,0.0322191,167267,1.27041e-06,3.5402,
106,5,329893,0.00054942,0.0322677,166374,1.28494e-06,3.52261,
138,0,20000,0.01,0.0141421,10201,0,59.1891,
138,1,33151,0.000730126,0.0461257,16850,3.43174e-05,15.3315,
138,2,22157,0.00113631,0.0909001,11354,2.08035e-05,16.2262,
138,3,16351,0.00121165,0.150791,8463,2.40774e-05,20.7774,
138,4,15260,0.00124385,0.188085,7890,2.95845e-05,21.2263,
138,5,14910,0.00123812,0.186011,7710,2.98355e-05,21.5711,
138,6,14726,0.00123546,0.17496,7617,3.0306e-05,21.5824,
138,7,14633,0.00123605,0.177891,7570,3.0731e-05,21.4509,
140,0,20000,0.01,0.0141421,10201,0,59.1891,
140,1,15092,0.000882829,0.0465814,7737,0.000100444,23.8242,
140,2,6542,0.00200537,0.115244,3398,0.000190482,36.3374,
140,3,3853,0.00223861,0.1848,2020,0.000546029,62.3652,
140,4,3390,0.00272544,0.215458,1772,0.000466409,67.1616,
140,5,3209,0.0027867,0.216602,1679,0.000485156,71.2665,
140,6,3159,0.00286834,0.206935,1655,0.000517758,72.7832,
140,7,3123,0.00276676,0.215336,1637,0.000527102,73.7825,
140,8,3073,0.00272832,0.219488,1610,0.000546367,72.2827,
140,9,3057,0.00272539,0.215018,1602,0.00053859,74.227,
137,0,20000,0.01,0.0141421,10201,0,59.1891,
137,1,60882,0.00067292,0.0455754,30790,2.23588e-05,8.51776,
137,2,55197,0.000639616,0.085074,28194,4.68018e-06,7.77898,
137,3,47439,0.00063333,0.105121,24356,4.22865e-06,8.10285,
137,4,45287,0.000641567,0.106394,23205,3.99536e-06,8.20702,
137,5,44482,0.000648859,0.116552,22789,3.61545e-06,8.23754,
137,6,44292,0.0006527,0.110261,22686,3.59827e-06,8.2126,
139,0,20000,0.01,0.0141421,10201,0,59.1891,
139,1,21256,0.000770802,0.0499838,10852,6.00996e-05,20.381,
139,2,10875,0.00143843,0.0991721,5610,7.74164e-05,24.5793,
139,3,7194,0.0017988,0.163455,3741,0.000173799,36.2007,
139,4,6158,0.00185244,0.214705,3205,0.00024512,42.8689,
139,5,5994,0.00184808,0.213203,3114,0.000193048,41.8884,
139,6,5836,0.00180257,0.206943,3030,0.000185893,42.1581,
139,7,5743,0.00178265,0.207984,2980,0.000199997,42.2301,
139,8,5681,0.0017653,0.205717,2946,0.000200061,42.3766,
139,9,5622,0.00177771,0.196848,2916,0.000209456,42.5907,
139,10,5581,0.00201131,0.205347,2894,0.000207628,43.2202,
143,0,20000,0.01,0.0141421,10201,0,69.3249,
143,1,38461,0.000707113,0.0511598,19566,3.34805e-05,17.5053,
143,2,28528,0.000842971,0.114887,14711,1.58621e-05,17.0705,
143,3,21484,0.00089903,0.152082,11111,1.62106e-05,20.2564,
143,4,20148,0.00104896,0.160104,10406,1.98055e-05,21.0183,
143,5,19756,0.00103627,0.167082,10206,1.99591e-05,21.1738,
143,6,19521,0.00103352,0.149852,10087,1.98365e-05,21.2203,
143,7,19364,0.00105959,0.15875,10008,1.99769e-05,21.1869,
144,0,20000,0.01,0.0141421,10201,0,69.3249,
144,1,24254,0.000743438,0.0467969,12386,5.85262e-05,26.1082,
144,2,15027,0.00146476,0.117973,7778,4.88108e-05,27.7449,
144,3,10409,0.00157132,0.170424,5428,8.01816e-05,36.9933,
144,4,9157,0.00160001,0.191933,4776,8.3284e-05,40.0373,
144,5,8768,0.00157596,0.204467,4574,8.81919e-05,40.0187,
144,6,8496,0.00170378,0.192237,4429,9.17877e-05,40.2491,
144,7,8301,0.00172615,0.190721,4325,9.42074e-05,41.0369,
144,8,8209,0.00173346,0.202893,4279,0.000100729,40.8578,
144,9,8118,0.00172094,0.204957,4229,0.000101348,40.6581,
144,10,8012,0.00172097,0.19343,4172,0.000105309,41.039,
144,11,7971,0.00171796,0.203235,4150,0.000108548,41.0449,
145,0,20000,0.01,0.0141421,10201,0,69.3249,
145,1,16727,0.000856066,0.0512342,8577,9.77454e-05,28.122,
145,2,7615,0.00176236,0.119294,3979,0.000132807,41.883,
145,3,5088,0.0019194,0.202148,2678,0.000341665,62.232,
145,4,4421,0.00236131,0.211325,2321,0.000296051,64.9583,
145,5,4139,0.00224108,0.211218,2168,0.000345807,64.8968,
145,6,3941,0.00228626,0.193481,2060,0.000371526,64.2221,
145,7,3798,0.0021963,0.196169,1981,0.000412184,63.3016,
145,8,3655,0.00244608,0.204176,1905,0.000414461,63.7285,
145,9,3567,0.00241614,0.199711,1858,0.000455169,63.8793,
145,10,3493,0.00237432,0.193887,1820,0.000444435,63.5019,
145,11,3397,0.00234889,0.213903,1770,0.00045501,65.6522,
145,12,3364,0.00233066,0.20467,1755,0.000463212,66.0607,
142,0,20000,0.01,0.0141421,10201,0,69.3249,
142,1,74228,0.000692307,0.0486404,37601,2.17589e-05,10.15,
142,2,71391,0.000629156,0.0930623,36552,3.24508e-06,7.47991,
142,3,58223,0.000610239,0.0847434,29860,2.92143e-06,8.26128,
142,4,56261,0.000608954,0.0873455,28792,3.55589e-06,8.27749,
142,5,55480,0.000584841,0.0898972,28378,3.67854e-06,8.30782,
142,6,55223,0.000599947,0.0967118,28243,3.73152e-06,8.28691,
126,0,20000,0.01,0.0141421,10201,0,44.7221,
126,1,170184,0.00069884,0.0433389,85641,8.20162e-06,4.26514,
126,2,228938,0.000578279,0.0572717,115704,7.19507e-07,2.11039,
126,3,219369,0.000547818,0.0429344,111002,7.12643e-07,2.06695,
126,4,211313,0.000546467,0.0451361,106961,6.80822e-07,2.05671,
126,5,210493,0.000554528,0.047142,106545,6.82582e-07,2.03816,
147,0,20000,0.01,0.0141421,10201,0,235.825,
147,1,82277,0.000683486,0.0453797,41926,2.8031e-05,26.7864,
147,2,99199,0.000586153,0.105164,50713,1.24659e-05,17.9889,
147,3,88148,0.000549679,0.0852093,45245,1.55623e-05,18.1103,
147,4,87985,0.000543428,0.0891807,45158,1.4494e-05,17.7431,
147,5,87483,0.000547081,0.0856465,44908,1.36997e-05,17.6125,
148,0,20000,0.01,0.0141421,10201,0,235.825,
148,1,52460,0.000706957,0.0448969,26848,3.76529e-05,33.8575,
148,2,54483,0.000582254,0.120723,28108,1.51531e-05,25.4567,
148,3,46020,0.000576523,0.151398,23910,1.51796e-05,27.7632,
148,4,45738,0.000562715,0.133519,23742,1.35409e-05,27.2743,
148,5,45365,0.000575699,0.134514,23550,1.28669e-05,27.2415,
149,0,20000,0.01,0.0141421,10201,0,235.825,
149,1,37023,0.000666295,0.0463602,19024,5.80462e-05,43.3378,
149,2,32562,0.000643152,0.115621,16896,2.96644e-05,37.4126,
149,3,26409,0.000638521,0.184671,13792,3.11017e-05,43.6233,
149,4,25696,0.000634869,0.178488,13395,3.47282e-05,43.2184,
149,5,25219,0.000640288,0.185718,13141,3.35987e-05,43.4393,
149,6,25042,0.000639631,0.186873,13054,3.45063e-05,43.1515,
150,0,20000,0.01,0.0141421,10201,0,235.825,
150,1,29079,0.00070977,0.0485026,14983,8.91136e-05,48.1111,
150,2,19044,0.000741104,0.119563,9942,6.27053e-05,53.9763,
150,3,15165,0.000800374,0.204419,7944,9.2625e-05,62.1175,
150,4,13984,0.000798605,0.193353,7321,0.000107222,65.3021,
150,5,13484,0.000812557,0.181879,7064,0.000107941,65.8888,
150,6,13162,0.000842294,0.183092,6895,0.000107551,66.8504,
150,7,12984,0.000842129,0.1941,6805,0.000109698,66.9887,
150,8,12797,0.000845333,0.182154,6705,0.000109148,67.9843,
150,9,12667,0.000900729,0.181217,6641,0.000112095,67.655,
150,10,12498,0.000894426,0.189857,6548,0.000112404,68.0489,
150,11,12409,0.00089086,0.17862,6499,0.000113467,67.8953,
131,0,20000,0.01,0.0141421,10201,0,61.7333,
131,1,194737,0.000684238,0.0449457,97930,9.26343e-06,4.75842,
131,2,260913,0.000582705,0.0468951,131700,8.42101e-07,2.44392,
131,3,252482,0.00053884,0.0424854,127588,8.72482e-07,2.38556,
131,4,243186,0.000557241,0.0420164,122926,8.28209e-07,2.38026,
131,5,242363,0.000561782,0.0401411,122508,8.31659e-07,2.36028,
153,0,20000,0.01,0.0141421,10201,0,72.2998,
153,1,39899,0.000745542,0.0435665,20295,3.51733e-05,18.0784,
153,2,30818,0.000839748,0.0973626,15865,1.4953e-05,15.9645,
153,3,21491,0.000944046,0.149208,11130,1.68141e-05,20.4189,
153,4,19931,0.0010217,0.153239,10301,1.997e-05,21.1824,
153,5,19376,0.00101459,0.155115,10014,1.99534e-05,21.3413,
153,6,19115,0.00102524,0.157047,9882,2.03442e-05,21.4657,
153,7,18919,0.00107664,0.154799,9783,2.06073e-05,21.5386,
153,8,18824,0.00109497,0.158045,9736,2.06665e-05,21.7004,
152,0,20000,0.01,0.0141421,10201,0,72.2998,
152,1,76833,0.00068792,0.0504241,38919,2.57018e-05,10.0687,
152,2,73658,0.000601051,0.0932117,37706,3.11997e-06,7.30733,
152,3,58934,0.000580205,0.0916877,30217,2.79309e-06,8.22838,
152,4,56487,0.000582778,0.0967234,28905,3.4324e-06,8.31247,
152,5,55759,0.000565518,0.0994075,28518,3.62179e-06,8.3073,
152,6,55488,0.000596187,0.102249,28376,3.67866e-06,8.29735,
136,0,20000,0.01,0.0141421,10201,0,59.1891,
136,1,195289,0.000690797,0.0421522,98219,9.1966e-06,4.64903,
136,2,260739,0.000600723,0.0467239,131611,8.15995e-07,2.4444,
136,3,252341,0.000551366,0.0413997,127516,8.81455e-07,2.38624,
136,4,243041,0.000541023,0.04057,122856,8.35118e-07,2.38021,
136,5,242095,0.000558474,0.0399347,122376,8.33838e-07,2.36128,
155,0,20000,0.01,0.0141421,10201,0,72.2998,
155,1,17285,0.000800475,0.0515585,8862,9.44547e-05,28.6716,
155,2,7948,0.00175979,0.113397,4155,0.000128441,41.1427,
155,3,5186,0.00210489,0.172228,2731,0.000324152,62.441,
155,4,4589,0.00204156,0.207815,2408,0.000289146,64.9311,
155,5,4308,0.00222636,0.192543,2253,0.000325036,63.972,
155,6,4096,0.002165,0.204182,2139,0.000357962,63.2528,
155,7,3916,0.00214825,0.188406,2041,0.000382289,64.1788,
155,8,3793,0.0021746,0.191177,1976,0.000384247,64.8199,
155,9,3713,0.00220052,0.195853,1935,0.00040396,64.4711,
155,10,3630,0.00220708,0.198421,1891,0.000389943,64.517,
155,11,3553,0.00221226,0.188554,1850,0.00041273,65.3241,
155,12,3524,0.00233149,0.196026,1835,0.000420358,64.8843,
154,0,20000,0.01,0.0141421,10201,0,72.2998,
154,1,25040,0.000721012,0.0461658,12786,5.78093e-05,25.5037,
154,2,15163,0.00126985,0.101721,7848,4.79516e-05,27.6242,
154,3,10456,0.00129675,0.20226,5455,7.93684e-05,37.0404,
154,4,9256,0.00140549,0.195139,4826,8.5319e-05,39.0156,
154,5,8711,0.00145171,0.194947,4539,8.60578e-05,40.2281,
154,6,8476,0.00148117,0.193102,4419,9.40002e-05,41.1486,
154,7,8353,0.00149471,0.193472,4355,9.73311e-05,40.8709,
154,8,8221,0.0014988,0.189806,4282,9.5541e-05,41.0998,
154,9,8131,0.00155862,0.187173,4234,9.68612e-05,40.7996,
154,10,8053,0.00159202,0.188022,4191,0.000100396,40.7873,
158,0,20000,0.01,0.0141421,10201,0,68.7638,
158,1,35511,0.000701861,0.0454274,18050,4.85958e-05,16.9848,
158,2,25561,0.000894903,0.109903,13126,1.86234e-05,18.7386,
158,3,20558,0.00100599,0.147175,10642,1.6244e-05,21.0241,
158,4,19383,0.00109659,0.142786,10021,1.99751e-05,21.452,
158,5,19039,0.00111302,0.164016,9838,2.02093e-05,21.5334,
158,6,18865,0.00111843,0.160929,9749,2.06863e-05,21.6084,
159,0,20000,0.01,0.0141421,10201,0,68.7638,
159,1,23482,0.000750298,0.0441442,11984,7.71103e-05,24.3828,
159,2,13866,0.00148672,0.0981773,7145,6.06969e-05,27.9128,
159,3,9452,0.00158523,0.172493,4925,8.50716e-05,38.8193,
159,4,8587,0.00152724,0.190589,4470,8.83143e-05,40.0901,
159,5,8215,0.00152982,0.18577,4277,9.21187e-05,40.8194,
159,6,8022,0.00153192,0.18449,4178,9.84855e-05,41.1095,
159,7,7886,0.00169553,0.185878,4107,0.000102491,41.0412,
159,8,7794,0.00173423,0.183222,4058,0.000104781,41.0279,
159,9,7724,0.00172849,0.192184,4021,0.000103834,41.2039,
160,0,20000,0.01,0.0141421,10201,0,68.7638,
160,1,16967,0.000802047,0.0494917,8691,0.000117663,28.3035,
160,2,7623,0.00174248,0.110752,3964,0.000130268,39.0574,
160,3,4752,0.00213777,0.200875,2492,0.000330014,60.6607,
160,4,4031,0.00225069,0.225346,2110,0.000332112,65.3011,
160,5,3779,0.0023112,0.213008,1975,0.000384636,65.9143,
160,6,3631,0.00239575,0.207636,1896,0.000417845,65.6741,
160,7,3520,0.0024203,0.204063,1836,0.000428518,66.076,
160,8,3427,0.00247602,0.202127,1788,0.000453033,65.9371,
160,9,3351,0.00245986,0.20166,1748,0.000474095,66.5951,
160,10,3311,0.00242832,0.202947,1727,0.000480028,67.0174,
160,11,3279,0.00243731,0.198077,1710,0.000488454,67.7434,
157,0,20000,0.01,0.0141421,10201,0,68.7638,
157,1,65348,0.000685849,0.0433493,33046,2.95652e-05,11.3362,
157,2,68962,0.000612125,0.0950738,35208,4.14492e-06,8.05148,
157,3,58733,0.000587919,0.0824929,30134,3.07698e-06,8.32573,
157,4,55515,0.000622012,0.0884807,28439,3.50899e-06,8.43685,
157,5,54779,0.00062004,0.0903402,28047,3.66048e-06,8.40246,
157,6,54493,0.000638589,0.0875159,27889,3.75602e-06,8.38696,
162,0,20000,0.01,0.0141421,10201,0,247.737,
162,1,56478,0.00065815,0.0482044,28778,3.58643e-05,31.4916,
162,2,55674,0.000603922,0.0997618,28671,1.29636e-05,21.4697,
162,3,42723,0.00058185,0.14125,22229,1.00741e-05,24.9063,
162,4,41363,0.000578752,0.1384,21493,1.1599e-05,24.8266,
162,5,40941,0.000586079,0.141621,21274,1.16006e-05,24.8212,
162,6,40773,0.000590222,0.140891,21186,1.14656e-05,24.7177,
141,0,20000,0.01,0.0141421,10201,0,69.3249,
141,1,236497,0.000679253,0.0439653,119124,9.79825e-06,4.27303,
141,2,302863,0.000591396,0.0362612,152791,1.04381e-06,2.72398,
141,3,289862,0.000544421,0.0382021,146319,1.16029e-06,2.66529,
141,4,280637,0.000528848,0.036422,141694,1.09439e-06,2.65006,
141,5,279099,0.000535179,0.035434,140918,1.06927e-06,2.63492,
91,0,20000,0.01,0.0141421,10201,0,6949.05,
91,1,542534,0.000657302,0.0436884,272400,0.0002556,1078.53,
91,2,556535,0.000600762,0.0247568,279761,0.000288405,811.811,
91,3,481945,0.000545685,0.0273687,242495,0.000526991,808.162,
91,4,479956,0.000536218,0.0287692,241505,0.000571013,798.026,
91,5,477528,0.000544682,0.0301594,240291,0.000545913,805.319,
146,0,20000,0.01,0.0141421,10201,0,235.825,
146,1,211997,0.000675265,0.0426561,107007,1.92194e-05,22.2125,
146,2,269544,0.000577742,0.0415939,136160,9.72944e-06,14.3906,
146,3,263210,0.000541053,0.0381476,133069,1.15865e-05,14.0874,
