mu_tipo,mu_intensita,b_tipo_1,b_intensita_1,b_tipo_2,b_Intensita_2,sigma_tipo,sigma_intensita,forzante_tipo,forzante_intensita,L1_bc_fun,L1_bc_intensita,L2_bc_fun,L2_bc_intensita,L3_bc_fun,L3_bc_intensita,L4_bc_fun,L4_bc_intensita,toll,alpha,err_fin
Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.4,5.00E-02,6.58498E-04
Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-02,1.10352E-03
Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.75,5.00E-02,2.92382E-03
Costante,5.00E-02,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-02,5.95984E-03
Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-02,3.56984E-04
Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.4,5.00E-02,6.68779E-04
Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-02,1.13341E-03
Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.75,5.00E-02,3.02957E-03
Costante,5.00E-02,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-02,6.23999E-03
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,8.52882E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.4,5.00E-03,8.57080E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,8.59383E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.75,5.00E-03,8.46378E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,8.64055E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,8.52778E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.4,5.00E-03,8.60747E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,8.62184E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.75,5.00E-03,8.62245E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,0.00E+00,Costante,5.00E-03,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,8.70069E-02
Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,8.20265E-02
Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,8.30793E-02
Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,8.55743E-02
Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2.5,5.00E-03,9.57609E-02
Costante,5.00E-03,Costante,1.00E+01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,5.00E-03,2.43508E-01
Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,8.67314E-02
Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,8.59466E-02
Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,8.77742E-02
Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2.5,5.00E-03,9.76034E-02
Costante,5.00E-03,Costante,1.00E-01,Costante,0.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,5.00E-03,2.31345E-01
Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,8.48947E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,8.18530E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,8.46945E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2.5,5.00E-03,9.80094E-02
Costante,5.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,5.00E-03,2.41242E-01
Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,8.35604E-02
Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,8.66552E-02
Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,8.67728E-02
Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2.5,5.00E-03,9.91624E-02
Costante,5.00E-03,Costante,7.07E-01,Costante,-7.07E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,5.00E-03,2.36028E-01
Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,1.67034E-02
Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,1.68947E-02
Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,1.79604E-02
Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2.5,5.00E-03,4.14060E-02
Costante,5.00E-03,Costante,5.00E-01,Costante,8.66E-01,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,5.00E-03,2.45498E-01
Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.3,5.00E-03,8.47374E-02
Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,0.5,5.00E-03,8.44498E-02
Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,1,5.00E-03,8.66990E-02
Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2.5,5.00E-03,9.82288E-02
Costante,5.00E-03,Costante,1.73E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 14,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,5.00E-03,2.33809E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.48970E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.83164E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.40585E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.70295E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.57778E-01
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.74322E-02
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.98946E-02
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.43413E-01
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.63772E-01
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-03,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.40831E-01
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.68498E-02
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,7.14867E-02
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.43924E-01
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.57756E-01
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E-04,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.57907E-01
Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.81328E-02
Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,7.01229E-02
Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.42570E-01
Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.67355E-01
Costante,1.00E-02,Costante,1.00E+01,Costante,1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.41260E-01
Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.49278E-02
Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.93840E-02
Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.38668E-01
Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.55496E-01
Costante,1.00E-02,Costante,1.00E-01,Costante,1.00E-01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.51709E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.47726E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.85887E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.40559E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.70331E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,0.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.56564E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.66125E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,7.01177E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.39870E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.75112E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.49667E-01
Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.69252E-02
Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.85558E-02
Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.38101E-01
Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.49396E-01
Costante,1.00E-02,Costante,-1.00E+01,Costante,-1.00E+01,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.22205E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.47568E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.79344E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.38428E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.67991E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.50216E-01
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.74143E-02
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,7.00159E-02
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.41147E-01
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.71181E-01
Costante,1.00E-03,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.44531E-01
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.68891E-02
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,7.03184E-02
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.40558E-01
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.66975E-01
Costante,1.00E-04,Costante,1.00E+00,Costante,1.00E+00,Costante,1.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.45436E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.46332E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.81313E-02
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.39954E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.69143E-01
Costante,1.00E-02,Costante,1.00E+00,Costante,1.00E+00,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.70811E-01
Costante,1.00E-03,Costante,1.00E+01,Costante,1.00E+01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.75627E-02
Costante,1.00E-03,Costante,1.00E+01,Costante,1.00E+01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.94384E-02
Costante,1.00E-03,Costante,1.00E+01,Costante,1.00E+01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.46311E-01
Costante,1.00E-03,Costante,1.00E+01,Costante,1.00E+01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.65774E-01
Costante,1.00E-03,Costante,1.00E+01,Costante,1.00E+01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.65102E-01
Costante,1.00E-03,Costante,1.00E-01,Costante,1.00E-01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.41737E-02
Costante,1.00E-03,Costante,1.00E-01,Costante,1.00E-01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.91535E-02
Costante,1.00E-03,Costante,1.00E-01,Costante,1.00E-01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.40095E-01
Costante,1.00E-03,Costante,1.00E-01,Costante,1.00E-01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.68248E-01
Costante,1.00E-03,Costante,1.00E-01,Costante,1.00E-01,Costante,0.00E+00,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.60191E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.73583E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.90846E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.39429E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.59179E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.42097E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.73583E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.90846E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.39429E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.59179E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.42097E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.73583E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.90846E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.39429E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.59179E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.42097E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.73583E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,3,1.00E-02,6.90846E-02
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,4,1.00E-02,1.39429E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5,1.00E-02,2.59179E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,5.5,1.00E-02,3.42097E-01
Costante,1.00E-02,Costante,-1.00E+00,Costante,-1.00E+00,Costante,1.00E-02,Funzione 11,1.000000,Costante,0,Costante,0,Costante,0,Costante,0,2,1.00E-02,3.73583E-02
